IDENTIF,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,label
E91,M,16,1922.544399,AQUEDUCT,3543.955472,4,G,THROUGH,STEEL,SHORT,S,4
E13,O,1,1865.035938,RR,2671.299289,2,N,THROUGH,WOOD,LONG,F,3
E54,A,28,1891.149998,RR,996.240313,2,G,THROUGH,STEEL,MEDIUM,F,3
E65,M,41,1888.574656,HIGHWAY,1290.173662,4,G,THROUGH,WOOD,SHORT,S,4
E75,M,3,1951.552162,WALK,1042.384595,2,G,DECK,STEEL,MEDIUM,F,0
E37,A,28,1892.982279,RR,1661.71994,6,G,THROUGH,IRON,MEDIUM,F,3
E102,A,47,1979.487489,HIGHWAY,1005.168421,2,N,THROUGH,IRON,MEDIUM,S-F,4
E41,M,14,1900.001019,RR,1125.333749,2,G,THROUGH,IRON,MEDIUM,F,3
E39,M,30,1929.877555,HIGHWAY,1842.621078,4,G,DECK,STEEL,MEDIUM,F,1
E109,M,19,1836.587208,HIGHWAY,1663.151491,6,N,THROUGH,IRON,MEDIUM,F,4
E31,M,23,1882.539953,AQUEDUCT,3448.592067,2,G,THROUGH,STEEL,MEDIUM,S,3
E30,A,5,1927.078831,HIGHWAY,1162.735985,6,G,THROUGH,STEEL,MEDIUM,F,0
E77,A,29,1971.542057,RR,1215.695274,2,G,DECK,IRON,MEDIUM,S,5
E85,M,10,1894.913743,HIGHWAY,1591.249929,2,G,THROUGH,IRON,MEDIUM,S,3
E21,M,5,1949.613144,RR,1250.672977,2,N,THROUGH,WOOD,SHORT,S-F,5
E15,M,38,1898.935907,HIGHWAY,1263.950896,2,G,THROUGH,STEEL,MEDIUM,S,3
E94,M,2,1883.774135,RR,1222.188679,2,G,DECK,IRON,SHORT,S,3
E45,A,27,1906.825152,RR,1917.984459,2,G,THROUGH,STEEL,LONG,F,3
E21,A,45,1977.350154,HIGHWAY,1458.068954,2,G,THROUGH,STEEL,MEDIUM,F,3
E56,A,34,1924.192017,HIGHWAY,1745.049443,2,G,THROUGH,STEEL,MEDIUM,F,3
E37,O,17,1905.24956,RR,1919.464694,2,G,THROUGH,STEEL,LONG,F,3
E3,O,30,1895.698981,HIGHWAY,1338.289077,2,G,THROUGH,STEEL,LONG,F,3
E50,A,2,1982.738638,HIGHWAY,957.354526,4,G,THROUGH,STEEL,LONG,F,0
E38,A,25,1885.374507,HIGHWAY,995.130364,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E105,A,48,1931.864918,HIGHWAY,1002.888703,4,N,DECK,IRON,LONG,F,1
E29,A,20,1918.110831,AQUEDUCT,1975.157485,2,G,DECK,STEEL,MEDIUM,S-F,0
E50,A,37,1942.801932,HIGHWAY,2035.318257,4,G,DECK,STEEL,MEDIUM,S-F,2
E45,O,41,1892.781031,RR,2925.553084,2,G,THROUGH,IRON,MEDIUM,F,3
E5,O,21,1907.312327,HIGHWAY,2040.738528,1,G,THROUGH,WOOD,LONG,S,1
E18,A,5,1909.904795,RR,1781.686646,2,G,THROUGH,STEEL,LONG,F,3
E82,A,5,1880.568923,HIGHWAY,2261.12578,4,G,THROUGH,STEEL,LONG,F,0
E46,A,31,1900.633877,RR,1526.00846,2,G,THROUGH,STEEL,LONG,S-F,3
E21,A,37,1899.263515,HIGHWAY,1253.725829,2,G,THROUGH,STEEL,LONG,F,3
E48,M,9,1909.748948,RR,1183.022465,2,G,THROUGH,STEEL,MEDIUM,F,3
E47,M,45,1905.601024,HIGHWAY,2653.564891,2,G,THROUGH,STEEL,LONG,F,3
E92,M,19,1917.927495,RR,1277.566175,2,G,THROUGH,STEEL,MEDIUM,S,3
E43,A,29,1919.785589,HIGHWAY,888.084901,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E81,A,27,1962.525047,HIGHWAY,1502.000133,4,G,DECK,STEEL,LONG,F,2
E54,A,28,1928.047185,HIGHWAY,2031.727008,2,N,THROUGH,IRON,MEDIUM,F,3
E66,M,4,1938.764567,HIGHWAY,1283.078225,2,N,DECK,STEEL,LONG,F,2
E14,A,31,1971.17542,HIGHWAY,2158.696531,4,G,THROUGH,STEEL,LONG,F,0
E14,M,10,1896.226303,HIGHWAY,1008.66046,2,N,THROUGH,STEEL,SHORT,S-F,1
E96,A,38.5,1891.182027,HIGHWAY,1205.049357,2,G,THROUGH,STEEL,LONG,F,3
E5,Y,38.5,1850.916087,AQUEDUCT,1041.426494,6,G,THROUGH,STEEL,MEDIUM,S,0
E32,A,29,1925.28943,HIGHWAY,1011.390406,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E100,M,44,1949.257997,HIGHWAY,2212.180796,4,N,THROUGH,STEEL,SHORT,S-F,1
E87,A,14,1892.528219,HIGHWAY,1505.938061,2,G,THROUGH,STEEL,MEDIUM,F,3
E34,O,30,1885.894962,RR,1852.950796,2,G,THROUGH,STEEL,MEDIUM,F,3
E70,M,33,1926.947195,HIGHWAY,1050.882808,6,N,THROUGH,STEEL,LONG,F,0
E108,M,14,1944.462908,HIGHWAY,848.334667,4,N,THROUGH,WOOD,MEDIUM,S-F,2
E54,M,6,1902.684567,HIGHWAY,1963.300731,1,G,THROUGH,STEEL,MEDIUM,F,3
E47,A,49,1928.675666,HIGHWAY,1250.784581,4,G,DECK,STEEL,MEDIUM,F,0
E7,A,36,1877.956331,HIGHWAY,1184.716307,4,N,THROUGH,IRON,SHORT,S-F,0
E89,M,42,1886.505495,HIGHWAY,3278.478446,2,G,THROUGH,IRON,SHORT,F,3
E77,Y,40,1904.178747,WALK,1336.931253,2,G,DECK,STEEL,MEDIUM,F,1
E62,M,1,1964.547937,RR,2136.27099,4,N,THROUGH,STEEL,MEDIUM,S-F,2
E61,M,12,1911.915929,HIGHWAY,3436.846837,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E86,M,46,1924.210393,HIGHWAY,908.429712,2,G,THROUGH,STEEL,MEDIUM,F,1
E51,M,37,1893.986273,RR,1108.593974,2,G,THROUGH,STEEL,MEDIUM,S,3
E38,Y,35,1929.912017,RR,919.7546,4,G,THROUGH,STEEL,MEDIUM,S,3
E29,M,26,1968.137229,HIGHWAY,1018.896071,4,G,THROUGH,STEEL,LONG,F,0
E67,M,46,1847.481347,RR,3024.457448,2,G,THROUGH,STEEL,LONG,F,1
E89,Y,10,1850.185619,WALK,1002.099049,6,N,THROUGH,IRON,LONG,F,4
E7,A,39,1854.514489,AQUEDUCT,2240.143338,2,N,THROUGH,IRON,LONG,S-F,5
E81,M,4,1908.646305,RR,1332.160028,2,G,THROUGH,STEEL,LONG,F,3
E7,M,44,1859.767201,HIGHWAY,1804.76508,1,N,THROUGH,WOOD,MEDIUM,S,5
E56,M,39.5,1845.518781,WALK,1562.252627,2,N,DECK,IRON,SHORT,F,4
E62,M,17,1893.473376,RR,1302.64784,1,G,THROUGH,STEEL,MEDIUM,S,3
E84,M,8,1880.407689,HIGHWAY,1954.620355,2,G,THROUGH,STEEL,LONG,F,3
E98,A,37,1938.225296,HIGHWAY,856.575993,4,N,DECK,STEEL,LONG,F,2
E75,A,14,1907.860363,HIGHWAY,1000.069565,4,N,THROUGH,WOOD,LONG,F,0
E34,A,40,1832.978819,RR,1010.858838,2,G,THROUGH,STEEL,MEDIUM,F,3
E109,A,4,1859.0912,RR,2799.185613,2,G,THROUGH,STEEL,MEDIUM,S,3
E61,O,5,1968.306588,HIGHWAY,1157.408088,4,G,DECK,STEEL,LONG,F,2
E95,A,37,1885.831513,HIGHWAY,1620.129803,2,G,DECK,WOOD,MEDIUM,S,3
E45,A,30,1903.116626,RR,1024.710345,2,G,THROUGH,STEEL,MEDIUM,F,3
E83,M,20,1824.589209,HIGHWAY,1370.940669,2,G,THROUGH,WOOD,MEDIUM,S,5
E91,A,24,1942.831969,HIGHWAY,1074.083642,2,G,THROUGH,STEEL,MEDIUM,F,3
E11,A,33,1826.046131,HIGHWAY,1022.826437,2,N,THROUGH,WOOD,MEDIUM,S,5
E18,A,17,1907.964043,HIGHWAY,2613.226098,4,N,DECK,STEEL,MEDIUM,S-F,2
E89,M,37,1892.628476,HIGHWAY,2686.824193,2,G,THROUGH,STEEL,MEDIUM,F,3
E20,A,28,1882.889012,HIGHWAY,1370.83156,2,G,THROUGH,IRON,MEDIUM,F,3
E95,M,16,1929.78445,AQUEDUCT,1180.819168,4,G,THROUGH,STEEL,LONG,S,4
E87,A,36,1878.910135,RR,1868.411899,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E9,M,5,1903.894373,RR,2063.367538,2,G,THROUGH,STEEL,MEDIUM,F,3
E97,M,10,1886.704332,HIGHWAY,2078.603846,2,G,THROUGH,STEEL,MEDIUM,F,0
E18,M,16,1886.585759,HIGHWAY,903.905267,4,G,THROUGH,STEEL,MEDIUM,F,3
E41,M,18,1905.370444,RR,1271.06202,2,G,THROUGH,STEEL,MEDIUM,S,3
E13,M,41,1920.775297,HIGHWAY,2450.035425,2,N,DECK,STEEL,LONG,F,2
E109,A,43,1953.826581,RR,1826.101989,1,G,DECK,STEEL,LONG,F,3
E45,O,40,1973.849723,HIGHWAY,1113.186171,6,G,THROUGH,STEEL,LONG,F,0
E90,M,19,1966.184876,HIGHWAY,1446.216693,2,G,THROUGH,STEEL,MEDIUM,F,3
E53,O,6,1901.751742,HIGHWAY,3603.53996,2,G,THROUGH,STEEL,MEDIUM,S,3
E64,A,7,1845.959114,HIGHWAY,960.839322,4,N,THROUGH,WOOD,MEDIUM,S,5
E24,A,51,1834.792298,HIGHWAY,1974.310603,2,N,THROUGH,WOOD,MEDIUM,S,5
E32,O,47,1932.207164,RR,1600.510305,2,N,THROUGH,WOOD,MEDIUM,S-F,1
E48,A,11,1911.741846,RR,1599.361444,2,G,THROUGH,IRON,LONG,F,3
E100,A,16,1871.768739,HIGHWAY,1069.658882,1,N,THROUGH,WOOD,MEDIUM,S,5
E88,A,3,1981.922199,HIGHWAY,998.664059,4,G,DECK,STEEL,LONG,F,2
E30,A,30,1907.469005,RR,3694.571782,2,G,THROUGH,STEEL,MEDIUM,F,3
E75,O,6,1915.880827,WALK,2064.173983,2,G,THROUGH,STEEL,LONG,F,0
E56,Y,26,1878.961749,RR,809.846384,2,G,THROUGH,STEEL,MEDIUM,F,3
E15,M,11,1887.511745,HIGHWAY,1323.095092,2,G,THROUGH,STEEL,LONG,F,3
E23,O,23,1930.119831,HIGHWAY,2506.019407,4,G,THROUGH,STEEL,MEDIUM,S,0
E35,Y,47,1833.902141,RR,1018.383247,2,N,THROUGH,IRON,MEDIUM,F,3
E34,M,10,1930.322932,HIGHWAY,1232.28932,2,G,THROUGH,STEEL,MEDIUM,F,3
E90,A,26,1934.735525,RR,1469.453184,6,G,THROUGH,STEEL,MEDIUM,F,4
E87,M,44,1909.920043,RR,1277.696316,2,G,THROUGH,STEEL,MEDIUM,F,3
E16,A,39,1969.432773,RR,1261.803674,2,G,THROUGH,IRON,SHORT,S,3
E56,A,40,1858.841247,HIGHWAY,1702.79822,4,N,DECK,WOOD,SHORT,S,5
E66,A,39.5,1944.919542,HIGHWAY,1939.807144,6,G,THROUGH,STEEL,LONG,F,0
E32,M,46,1892.708016,RR,1196.784297,2,G,THROUGH,STEEL,MEDIUM,S,3
E20,M,7,1944.169749,HIGHWAY,2564.68751,4,G,DECK,STEEL,MEDIUM,S-F,2
E49,M,16,1961.852193,HIGHWAY,998.728143,2,G,THROUGH,STEEL,LONG,F,0
E74,A,37,1883.236934,HIGHWAY,1686.053774,2,G,THROUGH,IRON,MEDIUM,S-F,3
E13,A,7,1841.502539,RR,1211.736192,2,N,THROUGH,WOOD,SHORT,S,3
E81,M,39.7,1967.174202,HIGHWAY,987.007588,4,G,THROUGH,STEEL,LONG,F,0
E69,Y,21,1885.359477,RR,2078.581467,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E87,A,24,1835.001385,HIGHWAY,885.126298,2,N,THROUGH,WOOD,MEDIUM,S-F,5
E43,M,34,1888.993294,HIGHWAY,2183.883519,2,G,THROUGH,STEEL,MEDIUM,S,3
E102,M,10,1957.391379,AQUEDUCT,1015.836987,4,N,DECK,STEEL,MEDIUM,S-F,2
E33,O,39.7,1930.381714,HIGHWAY,1342.761424,6,G,THROUGH,STEEL,MEDIUM,F,0
E70,M,33,1832.953338,HIGHWAY,819.99314,1,N,THROUGH,IRON,MEDIUM,S-F,4
E53,M,27,1888.842835,HIGHWAY,2177.88178,2,G,THROUGH,STEEL,MEDIUM,F,3
E20,M,27,1953.26228,AQUEDUCT,1964.714649,4,G,DECK,STEEL,LONG,F,2
E26,M,20,1954.872196,HIGHWAY,2826.698299,1,N,DECK,WOOD,LONG,F,1
E58,A,28,1847.249047,HIGHWAY,927.815486,2,N,THROUGH,WOOD,SHORT,S,5
E67,A,26,1958.649557,HIGHWAY,1697.145507,4,G,DECK,STEEL,LONG,F,2
E88,A,39.7,1872.857168,HIGHWAY,915.763272,2,N,THROUGH,STEEL,MEDIUM,S-F,4
E71,O,46,1926.57485,HIGHWAY,1912.588217,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E55,A,46,1864.677584,RR,923.326039,2,G,THROUGH,STEEL,LONG,F,3
E9,A,38,1828.861988,HIGHWAY,1521.538977,1,N,THROUGH,WOOD,SHORT,S,4
E10,M,49,1888.334178,RR,1737.133975,1,G,DECK,STEEL,LONG,F,3
E67,A,44,1923.798811,HIGHWAY,1533.546708,4,G,THROUGH,STEEL,MEDIUM,F,0
E52,A,49,1856.808964,HIGHWAY,854.441628,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E50,O,11,1911.796406,HIGHWAY,2474.509002,2,G,THROUGH,STEEL,MEDIUM,F,3
E38,O,12,1893.466376,RR,3189.737591,2,G,THROUGH,STEEL,LONG,F,3
E27,Y,38.5,1888.415416,RR,977.416525,2,G,THROUGH,STEEL,MEDIUM,F,3
E87,M,43,1884.39438,HIGHWAY,1818.380289,2,G,THROUGH,STEEL,MEDIUM,F,3
E1,A,3,1886.096876,RR,1232.621671,2,N,THROUGH,WOOD,MEDIUM,S,5
E107,A,28,1897.371216,HIGHWAY,1628.096617,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E83,Y,28,1909.18504,HIGHWAY,1600.886753,2,G,THROUGH,STEEL,LONG,F,0
E22,M,51,1904.960542,HIGHWAY,1055.11046,2,G,THROUGH,STEEL,MEDIUM,F,1
E68,A,48,1886.122306,RR,1221.400535,2,G,THROUGH,STEEL,MEDIUM,F,3
E57,A,24,1933.456982,HIGHWAY,994.255474,4,G,THROUGH,STEEL,LONG,S,0
E18,O,49,1902.134644,HIGHWAY,1526.488371,4,N,DECK,IRON,SHORT,S-F,4
E35,M,41,1917.894724,RR,1841.974682,2,G,THROUGH,STEEL,MEDIUM,S,3
E16,O,32,1905.739149,HIGHWAY,1054.453358,6,N,THROUGH,IRON,SHORT,S,4
E12,A,19,1882.92113,HIGHWAY,895.583449,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E29,O,45,1871.112988,HIGHWAY,1826.110275,2,N,THROUGH,IRON,SHORT,F,3
E36,M,18,1905.637948,HIGHWAY,1230.283932,2,G,THROUGH,IRON,MEDIUM,F,3
E96,M,19,1933.37396,HIGHWAY,1747.928517,2,G,THROUGH,STEEL,MEDIUM,F,3
E65,O,21,1863.184123,AQUEDUCT,1744.265382,2,N,THROUGH,IRON,MEDIUM,F,4
E107N,A,32,1876.651838,HIGHWAY,2576.708122,6,G,THROUGH,IRON,SHORT,S-F,0
E31,A,29,1883.134956,HIGHWAY,2051.177623,2,G,THROUGH,STEEL,LONG,S,3
E9,A,24,1884.935514,HIGHWAY,877.317097,4,N,DECK,IRON,MEDIUM,F,0
E33,M,46,1901.878764,RR,995.907796,2,G,THROUGH,STEEL,MEDIUM,S,3
E105,M,35,1929.696153,HIGHWAY,2580.565502,2,N,DECK,STEEL,LONG,F,2
E40,Y,16,1887.544788,RR,907.759444,2,G,THROUGH,STEEL,LONG,F,3
E18,Y,28,1910.005174,HIGHWAY,2187.485246,2,G,THROUGH,STEEL,MEDIUM,F,3
E26,A,31,1889.589327,RR,1389.662921,2,G,THROUGH,WOOD,SHORT,S,3
E90,M,17,1952.715401,HIGHWAY,1017.342324,6,G,THROUGH,STEEL,LONG,F,0
E52,A,5,1885.668445,HIGHWAY,1348.381426,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,M,3,1904.643923,HIGHWAY,1020.830397,4,G,THROUGH,STEEL,LONG,F,1
E21,A,37,1962.378926,HIGHWAY,1668.886001,4,N,DECK,STEEL,LONG,F,2
E11,A,42,1850.860483,WALK,1007.892508,4,N,DECK,WOOD,MEDIUM,S,5
E65,A,25,1883.813104,HIGHWAY,1568.644407,2,G,DECK,STEEL,LONG,F,3
E94,A,36,1905.206807,HIGHWAY,3118.15212,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E35,M,19,1883.929941,HIGHWAY,1212.96642,2,G,THROUGH,STEEL,MEDIUM,F,3
E9,A,18,1925.234636,HIGHWAY,2359.576493,4,G,THROUGH,STEEL,LONG,F,0
E60,O,29,1923.999474,RR,1621.77305,2,G,THROUGH,STEEL,LONG,S-F,1
E54,O,35,1925.498684,HIGHWAY,1623.980695,2,G,DECK,STEEL,SHORT,S-F,1
E34,M,8,1904.498757,RR,1339.211585,2,G,THROUGH,IRON,MEDIUM,F,3
E35,M,39.7,1891.520984,HIGHWAY,1038.088333,2,G,THROUGH,STEEL,MEDIUM,S,0
E98,A,34,1989.039277,HIGHWAY,872.484775,2,N,DECK,STEEL,LONG,F,2
E75,A,39.5,1832.668969,HIGHWAY,1869.287341,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E93,A,39,1849.392194,RR,1670.529578,2,N,THROUGH,STEEL,MEDIUM,S,5
E108,M,6,1851.715897,RR,1364.873282,4,N,THROUGH,STEEL,LONG,F,2
E39,O,18,1917.548755,RR,1663.014411,2,G,THROUGH,STEEL,MEDIUM,F,3
E32,A,28,1914.913777,HIGHWAY,1795.731658,2,G,THROUGH,IRON,SHORT,S,3
E74,M,37,1968.945776,HIGHWAY,1174.694821,2,G,THROUGH,STEEL,SHORT,S,2
E50,O,30,1909.596013,HIGHWAY,1666.674282,2,G,THROUGH,STEEL,LONG,F,3
E27,M,48,1875.842329,HIGHWAY,1173.430884,2,N,THROUGH,IRON,SHORT,F,3
E32,A,34,1885.897497,RR,897.135116,2,G,THROUGH,STEEL,MEDIUM,S,3
E28,A,45,1925.642302,HIGHWAY,887.138687,2,N,DECK,STEEL,LONG,S-F,2
E47,M,9,1928.935859,HIGHWAY,919.013308,4,N,DECK,STEEL,LONG,F,2
E23,M,18,1903.927631,HIGHWAY,3279.1544,1,G,THROUGH,STEEL,LONG,F,1
E34,M,43,1887.593478,HIGHWAY,1567.939366,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,O,41,1927.915023,RR,2387.488862,2,G,THROUGH,IRON,MEDIUM,F,3
E75,A,38.5,1960.603318,HIGHWAY,2223.766367,2,N,DECK,STEEL,MEDIUM,S-F,2
E5,M,52,1891.220956,RR,810.217392,1,G,THROUGH,WOOD,MEDIUM,S,5
E60,A,9,1870.54348,HIGHWAY,3159.778575,4,N,THROUGH,IRON,LONG,F,4
E100,A,1,1831.832965,HIGHWAY,844.690964,2,N,THROUGH,IRON,LONG,F,4
E54,M,2,1901.619029,HIGHWAY,1282.641767,2,G,THROUGH,STEEL,MEDIUM,S,3
E27,A,29,1839.013576,HIGHWAY,1058.686038,2,N,THROUGH,WOOD,MEDIUM,S,5
E50,O,32,1891.159735,HIGHWAY,1819.837216,2,G,THROUGH,STEEL,MEDIUM,F,3
E20,A,33,1902.384264,HIGHWAY,1910.341548,2,G,THROUGH,STEEL,MEDIUM,S,3
E53,A,24,1927.181872,WALK,1199.355481,4,G,THROUGH,STEEL,LONG,S-F,4
E49,A,27,1868.01584,HIGHWAY,834.935417,1,G,THROUGH,STEEL,LONG,S,5
E28,A,39.7,1903.845461,RR,917.648468,2,G,THROUGH,STEEL,MEDIUM,F,3
E97,Y,38.5,1897.801802,RR,1067.940168,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,O,20,1888.167445,HIGHWAY,1655.971266,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E103,M,10,1904.682184,RR,1380.866203,2,G,DECK,STEEL,SHORT,F,3
E2,A,14,1892.891172,HIGHWAY,1011.238442,2,N,THROUGH,WOOD,MEDIUM,S,5
E72,M,23,1899.656433,RR,1264.334867,2,G,THROUGH,IRON,SHORT,F,3
E105,A,16,1970.632734,HIGHWAY,983.01473,4,G,DECK,STEEL,MEDIUM,S-F,2
E3,A,4,1877.901469,HIGHWAY,1013.948151,2,N,THROUGH,WOOD,LONG,F,5
E56,A,16,1908.625711,RR,936.930414,2,G,THROUGH,STEEL,MEDIUM,F,3
E40,M,35,1930.225112,HIGHWAY,1425.832534,2,G,THROUGH,STEEL,MEDIUM,S,3
E99,A,6,1897.463306,HIGHWAY,1500.288454,2,G,THROUGH,STEEL,LONG,F,3
E27,M,14,1889.375954,RR,1118.40245,2,G,THROUGH,IRON,SHORT,F,3
E64,A,46,1949.86218,HIGHWAY,3380.49006,4,G,THROUGH,STEEL,MEDIUM,F,0
E35,M,10,1891.187118,HIGHWAY,2326.299265,2,G,THROUGH,STEEL,MEDIUM,F,3
E74,A,32,1978.969465,RR,869.631807,2,G,THROUGH,STEEL,MEDIUM,F,3
E75,A,30,1892.692403,HIGHWAY,855.399708,2,G,THROUGH,STEEL,SHORT,S-F,4
E62,A,9,1873.498147,HIGHWAY,1764.418346,4,N,THROUGH,WOOD,MEDIUM,F,5
E4,O,19,1907.741816,AQUEDUCT,2084.081989,2,G,THROUGH,STEEL,SHORT,S-F,1
E95,A,31,1931.757457,RR,1849.534757,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,O,20,1905.632427,WALK,1000.614934,4,N,DECK,STEEL,SHORT,S,1
E109,O,3,1901.86826,RR,3372.034228,2,G,THROUGH,STEEL,MEDIUM,F,3
E8,M,38,1930.471452,HIGHWAY,1201.988041,4,G,THROUGH,STEEL,MEDIUM,F,4
E16,M,23,1902.52656,HIGHWAY,2410.131687,2,G,THROUGH,STEEL,LONG,F,3
E55,M,14,1858.027641,RR,1257.898951,4,N,THROUGH,IRON,MEDIUM,F,3
E17,A,4,1870.656108,HIGHWAY,1166.97468,2,N,THROUGH,WOOD,LONG,S,5
E66,M,4,1929.425541,HIGHWAY,2414.41082,2,N,DECK,WOOD,MEDIUM,F,1
E109,M,20,1899.396517,RR,1710.934986,4,G,THROUGH,STEEL,LONG,F,1
E35,O,31,1896.474035,HIGHWAY,783.153227,6,G,THROUGH,STEEL,LONG,F,1
E14,O,25,1890.985409,HIGHWAY,2206.291071,4,G,THROUGH,STEEL,MEDIUM,F,3
E17,A,42,1885.600778,HIGHWAY,1805.955147,2,G,THROUGH,STEEL,MEDIUM,S,3
E47,A,19,1904.759548,HIGHWAY,1214.972809,2,G,THROUGH,IRON,MEDIUM,S,3
E53,A,6,1951.999534,HIGHWAY,939.656447,4,G,THROUGH,STEEL,LONG,F,0
E35,A,38,1906.423691,HIGHWAY,930.636276,2,G,THROUGH,STEEL,MEDIUM,F,3
E66,M,7,1868.065457,HIGHWAY,3110.295858,2,G,DECK,STEEL,MEDIUM,S-F,1
E42,M,23,1967.233018,HIGHWAY,2093.930007,2,G,THROUGH,IRON,MEDIUM,S,3
E25,M,23,1889.425022,HIGHWAY,1200.890778,2,G,THROUGH,IRON,MEDIUM,S-F,3
E36,M,23,1931.316759,RR,989.684368,2,G,THROUGH,STEEL,MEDIUM,F,3
E19,M,10,1961.454076,HIGHWAY,1321.088194,2,G,THROUGH,STEEL,LONG,F,3
E29,M,17,1848.192161,HIGHWAY,1279.042523,4,N,THROUGH,IRON,MEDIUM,F,4
E73,M,9,1881.200975,HIGHWAY,1981.992054,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E21,A,42,1888.464006,HIGHWAY,1032.645015,2,G,THROUGH,STEEL,MEDIUM,F,3
E86,A,39,1904.359686,HIGHWAY,970.499608,2,N,DECK,IRON,SHORT,S,5
E37,M,34,1949.844201,RR,925.428695,1,G,THROUGH,IRON,MEDIUM,F,3
E41,A,44,1965.566824,HIGHWAY,935.100155,2,G,DECK,STEEL,LONG,F,2
E62,A,38,1902.434128,HIGHWAY,1076.50408,4,G,THROUGH,IRON,SHORT,F,0
E103,M,7,1902.846398,HIGHWAY,873.192639,2,G,THROUGH,STEEL,LONG,F,3
E77,O,33,1855.077434,RR,1701.025483,2,N,THROUGH,STEEL,MEDIUM,S,3
E71,A,29,1957.870157,HIGHWAY,1023.964751,4,G,THROUGH,STEEL,LONG,F,0
E43,A,39,1905.412238,RR,958.250183,2,G,THROUGH,STEEL,MEDIUM,F,3
E34,M,15,1969.289141,HIGHWAY,1039.101898,4,N,THROUGH,IRON,MEDIUM,F,2
E103,A,27,1811.720225,RR,1992.008446,2,N,THROUGH,WOOD,MEDIUM,S,5
E46,M,22,1879.257218,HIGHWAY,886.948551,2,G,THROUGH,STEEL,LONG,F,3
E82,A,39.7,1956.96959,HIGHWAY,2537.666847,4,N,THROUGH,STEEL,MEDIUM,S,2
E109,A,38,1933.909589,HIGHWAY,1352.782007,4,N,DECK,WOOD,LONG,F,2
E31,M,8,1900.193403,RR,1987.610738,2,G,THROUGH,STEEL,MEDIUM,F,3
E22,M,24,1922.751185,RR,1595.764469,1,G,THROUGH,STEEL,MEDIUM,S-F,1
E46,O,38.5,1894.998519,HIGHWAY,1871.861004,2,G,THROUGH,STEEL,MEDIUM,F,3
E105,A,30,1906.013394,HIGHWAY,1040.137488,2,G,THROUGH,WOOD,SHORT,S,5
E24,M,5,1982.313537,HIGHWAY,858.633035,4,G,DECK,STEEL,LONG,F,2
E51,M,9,1893.317124,RR,1306.969618,2,G,THROUGH,IRON,MEDIUM,S-F,3
E108,A,32,1961.087438,HIGHWAY,2497.83632,6,G,THROUGH,STEEL,MEDIUM,S-F,0
E39,O,45,1893.549241,RR,1906.850611,2,G,THROUGH,IRON,SHORT,F,3
E107N,M,13,1898.328546,HIGHWAY,1261.202045,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E98,M,24,1949.374062,RR,1231.652134,2,G,DECK,STEEL,LONG,F,2
E69,A,26,1911.967204,RR,3697.597583,2,G,THROUGH,STEEL,LONG,F,3
E13,O,30,1838.834182,HIGHWAY,1199.697129,4,G,THROUGH,STEEL,MEDIUM,S,1
E71,M,36,1930.00942,HIGHWAY,1377.27147,2,N,DECK,IRON,MEDIUM,S,1
E56,M,24,1888.22408,RR,1149.023693,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,A,25,1944.610986,HIGHWAY,1772.158421,2,G,THROUGH,STEEL,MEDIUM,F,3
E18,O,5,1997.117344,RR,2093.867898,2,G,THROUGH,STEEL,LONG,S-F,3
E4,Y,28,1906.856739,RR,1053.802974,2,G,THROUGH,STEEL,MEDIUM,F,3
E66,A,29,1949.030242,HIGHWAY,995.743147,6,G,THROUGH,STEEL,LONG,F,0
E28,Y,25,1903.402451,HIGHWAY,1730.276141,6,G,THROUGH,STEEL,LONG,F,0
E48,A,33,1909.985554,RR,1588.172479,2,G,THROUGH,STEEL,LONG,S,3
E6,O,36,1888.434982,RR,1541.231111,2,G,THROUGH,STEEL,MEDIUM,F,3
E5,A,36,1866.138617,HIGHWAY,1057.712888,2,G,THROUGH,WOOD,SHORT,S,5
E102,A,51,1943.14426,RR,3361.426913,1,N,DECK,WOOD,SHORT,F,2
E20,A,12,1909.349362,RR,989.124842,4,G,THROUGH,STEEL,LONG,F,1
E19,O,15,1883.321502,RR,887.192298,2,G,THROUGH,STEEL,SHORT,F,3
