history,session,label
403,quota netscape & quota cd <1> rm <7> rm <1> quota cd <1> cd <1> more <1> more <1> xcc <1> ls <1> a.out <2> > <1> im <2> cd <1> rm <1> cd <1> mv <2> quota cd <1> compress <1> quota ls cd <1> rm <1> quota compress <1> quota cd <1> cd <1> rm <1> rm <1> cd <1> rmdir <1> quota ls cd <1> ls compress <1> compress <1> quota ls compress <1> compress <1> quota compress <1> quota compress <1> quota cd <1> cd <1> xcc <2> a.out <2> ls <1> cd <1> uncompress <1> cd <1> a.out <2> a.out <2> im <1> & a.out <2>,2
406,emacs finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> quota emacs,2
409,quota emacs logout,2
410,matlab finger,2
411,cd <1> mv <2> ls rlogin <1> rlogin <1> a.out <1> a.out <1> a.out <1> a.out <1> rm <1> xcc -g <2> dbx <1> a.out <1> rm <1> dbx <1> xcc <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> a.out <1> rm <1> dbx <1> xcc -g <2> a.out <1> a.out <1> a.out <1> xcc -g <2> a.out <1> a.out <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> a.out <1> > <1> more <1> xcc -g <2> rm <1> a.out <1> > <1> more <1> rm <1> xcc -g <2> a.out <1> > <1> more <1> a.out <1> xcc -g <2> a.out <1> ls more <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> & rm <1> a.out <1> & a.out <1> & a.out <1> more <1> a.out <1> a.out <1> a.out <1> a.out <1> rm <1> ls,2
412,cd <1> uncompress <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> dvips <1> compress <1> latex <1> dvips <1> gs <1> mail <1> < <1> ls rm <5> ls rm <1> cd <1> latex <1> ls uncompress <1> latex <1> bibtex <2> bibtex <1> latex <1> latex <1> dvips <1> gs <1> mail <1> < <1> ls rm <6>,2
413,cd <1> volcheck lsf <1> cpfrf <1> ls eject xcc <2> xcc <2> xcc <2> xcc <2> a.out <1> rm <1> xcc -g <2> dbx <1> xcc -g <2> a.out <1> logout,2
414,volcheck cd <1> cptof <1> eject a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1>,2
417,mail <1> < <1> quota emacs,2
418,cd <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> xcc -g <2> a.out <1> a.out <1> a.out <1> a.out <1> xcc <2> a.out <1> a.out <1> xcc <2> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> quota emacs cd <1> rm <1> ls <1> more <1> more <1> cd <1> rm <1> diff <2> diff <2> more <1> ls more <1> ls rm <2> ls cd <1> rmdir <1> more <1> finger <1> finger <1>,2
419,uncompress <1> uncompress <1> ls more <1> more <1> more <1>,2
420,quota emacs cd <1> cd <1> gs <1> rm <3> ls rm <1> more <1> ls more <1> emacs ls cp <2> emacs cd <1> cd <1> rm <3> ls more <1> compress <1> ls compress <1> quota cd <1> cd <1> cd <1> cd <1> more <1> ls rm <1> quota cd <1> compress <1> qouta quota compress <1> quota cd <1> compress <1> quota compress <1> ls quota more <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd compress <1> quota compress <1> quota compress <1> quota compress <1> quota compress <1> quota rm <1> quota,2
421,netscape finger <1> finger <1> finger <1> emacs cd <2> cp <2>,2
422,emacs finger <1> cd <1> cd <1> cd <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> xdvi <1> dvips <1> lp -d <2> lp -d <2> lp -d <2> cd lp -d <2> lp -d <2>,2
423,quota emacs,2
426,quota emacs emacs quota ls rm <1> compress <1> quota cd <1> compress <1> compress <1> quota,2
428,pgp <1> more <1> uncompress <1> quota,2
429,emacs quota setenv <2> emacs ls <1> fg fg LS logout,2
430,setenv <2> quota emacs logout,2
431,setenv <2> emacs quota fg QUOTA quota logout,2
432,quota ls emacs netscape & quota emacs,2
434,finger <1> finger <1> cd <1> cd <1> ls <1> ls -l <1>,2
435,quota emacs matlab & fg,2
437,emacs,2
438,quota emacs,2
441,quota emacs,2
448,matlab quit which <1>,2
452,rlogin -l <2> 1 setenv <2> rlogin -l <2> rlogin -l <2>,2
457,quota rm <1> quota ls cd <1> more <1> ls ls <1> cd <1> ls ls ls ls ls | more ls | more quota cd <1> cd <1> cp <2> ls cd <1> ls | more cd <1> cp <2> ls cd <1> rm <1> rm <1> quota quota quota quota quota quota quota quota quota quota cd <1> cd <1> ls | more cd <2> cd <1> cp <2> cp <2> cd <1> rm <1> rm <1> quota logout,2
458,emacs,2
460,ls,2
461,netscape &,2
463,emacs,2
464,quota emacs netscape & help <1>,2
467,netscape &,2
473,quota emacs,2
474,lpp <1>,2
475,ghostview <1>,2
476,quota finger <1> emacs netscape & emacs cd <1> uncompress <1> more <1> xcc <2> more <1> a.out <1>,2
478,rm <1>,2
479,rm <1>,2
481,rm <1>,2
482,finger <1> finger <1> finger <1>,2
485,quota emacs,2
488,quota emacs quota cd <1> a.out <1> xcc <2> more <1> a.out <1>,2
490,rm <1> rm <1> more <1> cd <1>,2
491,cd <1> a.out <1> rm <1> netscape &,2
492,rm <1> volcheck lsf lsf <1> cd <1> pwd ls rm <1> ls ff lsf <1> eject cd <1> cd eject volcheck cdf cd <1> rm <1> ls ff ff ls ff ls cd eject volcheck cd <1> cd eject volcheck cd <1> ls ff ff ls ff ls cd eject volcheck eject,2
494,quota emacs,2
497,netscape &,2
499,volcheck lsf <1> ls lsf lsf <1> cd <1> ls cd <1> cd eject volcheck ls lsf <1> eject volcheck lsf <1> eject volcheck lsf <1> ff eject volcheck lsf <1> eject,2
500,quota more <1> quota ls rm <1> cd <1> rm <3> quota cd <1> netscape & quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> more <1> ls rm <4> quota ls rm <1> cd <1> cd <1> ls <1> cd <1> cd <1> cd <1> rm <1> cd <1> rm <1> quota rm <1> ps ps -a ps -la ps -u ps -A more <1> rm <1> rm <1> filemgr ls,2
502,rm <2> more <1> rm <1> more <1> cd <1> rmdir <1> cd <1> rmdir <1> cd <1> cd <1> ls cd <1> cd <1> more <1> cd <1> cd <1> cd <1> rmdir <1> man <1> rmdir -r <1> rm -r <1> ls <1> cd <1> rm <1> ls ls <1> cd <1> ls <1> rm -r <1> ls ls <1> rmdir <1> ls rm <1> more <1> ls mv <2> rm -r <1> quota,2
506,netscape & cd <1> more <1> more <1> more <1> more <1> df -k <1> cd <1> cd <1> cd <1> cd cd <1> more <1> date cat <1> cat <1> ls -l ls <1> ls <1> ls <1> ls -la <1> ls <1> ls -la <1> tail -f <1> xterm -C & setenv uname -a cat <1> cat <1> cat <1> tail -f <1> ll lz ls cd <1> gdb <1> which <1> fg <GENSYM:17>/dtfile setenv <2> <GENSYM:17>/dtfile rm <1> cd <1> tail -f <1>,2
507,vi <1>,2
509,setenv cd <1> cd <1> more <1> cd <1> cd <1> more <1> cd <1> more <1> ls more <1> more <1> cd <1> cd <1> cd <1> cd <1> ls <1> ls <1> ls <1> ls <1> cd <1> rm -r <1> ls cd <1> cp <2> ls rm <1> ls cp <2> ls ls -l man <1> ls mv <2> ls rm <1> ls rm <1> ls tombs unrm ls cd <1> more <1> rm <1> ls more <1> ls more <1> more <1> ls more <1> ls <1> rm <1> s more <1> ls more <1> ls ps -u ps -A kill <1> kill <1> kill <1> ps -A ps -Al kill <1> kill <1>,2
511,rm <1> rm <1> rm <1> rm <1> more <1> more <1>,2
512,ps -Al kill <1>,2
513,ls more <1> rm <1> rm <1> ls more <1> rm <1> ls more <1> rm <1> ls cd <1> cd <1> rm -r <1> ls more <1> rm <1> ls more <1> man <1> grep <2> ls more <1> more <1> ls,2
514,more setenv cd <1> mkdir <1> ls <1> cd <1> cp <2> volcheck cpfrf <1> ls eject latex <1> latex <1> latex <1> xdvi <1> dvips <1> lpp <1>,2
516,laserquota man -k <1> cd <1> lwinfo lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lp -d <2> cd lp -d <2> rlogin -l <2> rlogin <1> rlogin -l <2> setenv <2> rlogin -l <2> man <1> help help man <1> ls rm <1> more <1> rm <1> ls rm <1> cd <1> more <1> rm <1> which <1> dbx dtfile rm <1> dbx <1> dbx <1> ls dtfile dtfile rm <1> filemgr bg cd <1> rm <1> rm -r <1> cd <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> dtfile dtfile <1> cd <1> cd <1> xcc <2> a.out <1> xcc  <1> > <1> ls cp <2> man <1> xcc  <1> > <1> xcc <2> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1> xcc <2> xcc <2> a.out <1> rm <1> a.out <1> rm <1> dbx <1> xcc -g <2> dbx <1> ls diff <2> a.out <1> a.out <1> rm <1> a.out <1> rm <1> xcc -g <2> ls dbx <1> rm <1> more <1> more <1> ls dem <2> xcc -g <2> xcc -g <2> xcc -g <2> dbx <1>,2
517,ls cd <1> cp <2> ls rm <1> cp <2> xcc <2> a.out <1> a.out <1> a.out <1> rm <1> rm <1> ls,2
520,volcheck cd <1> ff rmcore rm <1> eject volcheck ff ls uncompress <1> ls cptof <1> cptof <1> lsf <1> ff rm <1> ls eject,2
522,finger <1> finger <1> finger <1> emacs,2
523,quota emacs emacs,2
528,ls rm <1> cd <1> a.out <1> a.out <1> a.out <1> a.out <1> a.out <1>,2
529,quota emacs netscape & filemgr,2
535,quota emacs,2
538,quota emacs,2
543,rlogin <1>,2
544,quota emacs filemgr bg netscape &,2
545,cd <1> volcheck lsf <1> cpfrf <1> ls eject logout,2
548,quota emacs cd <1> volcheck lsf <1> cptof <1> eject quota cd <1> cd <1> volcheck ff cptof <1> eject cd <1> rm <1> cd <1> cd <1> lpp <1>,2
549,cd <1> cd <1> latex <1> dvips <1> lp -d <2> more <1> logout,2
550,quot quota ls rm <1> cd <1> rm <2> rm <1> rm <1> rm <1> quota cd <1> rm <1> more <1> more <1> logout,2
551,ls ls | more quota rm <1> quota cd <1> rm <1> qutoa quota quota quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cp <1> cp <2> ls cd <1> rm <1> quota quota quota quota cd cd <1> quota rm <1> quota quota quota quota quota quota quota quota ls cd <1> ls | more quota cd <1> cd <1> quota more <1> ls cd <1> cd <1> rm <1> rm <1> quota quota quota quota quota quota quota quota quota cd <1> cd <1> cd <1> cd <1> cd <1> more <1> ls cd <1> cd <1> more <1> more <1> ls quota cd <1> more <1> ls rm <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> rm <1> quota cd <1> cd <1> cd <1> cd <1> rm -r <1> quota cd logout,2
552,volcheck lsf <1> ff cd <1> cptof <1> eject netscape & cd ps kill <1> netscape & ps ps kill <1> rlogin <1> ps ps ps -a `,2
553,quota rlogin <1> ls netscape & ps rlogin <1> pwd pwd dtfile,2
555,emacs setenv <2> emacs pwd ps ps netscape & logout,2
557,rm <1> ls more <1> quota cd <1> cd <1> find <1> cd <1> cd <1> ls <1> cd <1> quota cd <1> netscape & quota ls cd <1> man <1> ls -R ls -R > <1> more <1> ls quota rm <1> quota cd <1> ls -la cd <1> ls -R cd cd <1> cd <1> quota cd <1> ls cd ls cd <1> cd <1> more <1> more <1> ls cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> ls -R cd <1> ls -R unrm quota,2
558,quot quota emacs ls quota netscape & quota cd <1> ls rm <1> quota ls cd cd <1> cd <1> cd <1> rm <1> ls quota ls -R quota unrm,2
560,cd <1> more cd <1> more <1>,2
561,volcheck lsf <1> cd <1> diff <2> <GENSYM:18> <GENSYM:19> diff <2> lsf <1> cptof <1> ls rm <1> cpfrf <1>,2
564,quota emacs filemgr bg cd <1> a.out <1> xcc <2> a.out <1> a.out <1> image12 a.out <1> ls <1> a.out <1> cd <1> uncompress <1> ls ls -l calc dtcalc a.out <2> cd <1> a.out <2> im <2> im <2>,2
569,thor setenv <2> thor,2
570,quota emacs quota ls rm <1> ls cd <1> rm <2> more <1> ls ls -l uncompress <1> ls -l rm <1> quota ls rm <1> quota cd <1> rm <1> quota compress <1> ls cp <2> ls rm <1> ls compress <1> mv <2> ls compress <1> quota uncompress <1>,2
571,netscape &,2
574,netscape &,2
577,quota emacs,2
579,filemgr,2
580,quota emacs emacs,2
581,netscape &,2
582,quota emacs logout,2
583,ls | more rm <1> rm <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> rm -r <1> quota more <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd <1> cd ` <1>,2
584,quota,2
585,ls uncompress <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls finger <1> finger <1> finger <1> finger <2> ls rm <1> quota volcheck lsf <1> finger <1> ls ff rm <1> quota ls netscape quota compress <1> quota cd <1> cd <1> cd <1> quota ls cd <1> ls cd <1> cd <1> finger <1> quota quota finger <1> emacs finger <1> emacs emacs finger <1> finger <1> finger <1> finger <1> finger <1> finger <1>,2
586,quota emacs ls uncompress <1> ls -l ff source <1> source <1> ff cptof <1> lsf <1> cd <1> cd <1> cd <1> eject volcheck du cd <1> mkdir <1> cd cd <1> cd <1> ls -l ls cp <2> cp <2> cp <2> cptof <1> ls > <1> more <1> ls -l > <1> cptof <1> cptof <1> ls mv <2> cptof <1> eject,2
587,uncompress <1>,2
588,uncompress <1> emacs quota compress <1> ls cd <1> cd <1> cd <1> cd <1> compress <1> quota ls cd <1> cd <1> cd <1> cd <1> ls cd <1> cd <1> cd <1> cd <1> cd <1> du cd cd <1> du cd <1> cd <1> cd <1> ls ls uncompress <1> ls ls rm <1> quota emacs ls compress <1> quota cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> quota ls ls cd <1> cd <1> ls -r <1> cd ls cd <1> uncompress <1> uncompress <1> cd cd <1> cd <1> cd <1> compress <1> quota compress <1> quota ls cd <1> compress <1> quota cd ls ls logout,2
589,source <1> ls emacs eject,2
590,volcheck cd <1> mv <2> ls volcheck lsf <1> cpfrf <2> latex <1> bibtex <1> latex <1> latex <1> dvips <1> cd <1> mkkdir <1> mkdir <1> cd <1> lsf <1> cpfrf <1> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> xdvi <1> dvips <1> finger <1>,2
591,finger <1> cd <1> cd cd <1> cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> finger <1>,2
592,finger <1>,2
593,cd <1> xdvi <1> setenv <2> xdvi <1> exit,2
594,volcheck cd <1> mv <2> mv <2> mv <2> ls s lsf <1> cpfrf <1> cpfrf <1> ls cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> gs <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> mail <1> < <1> ls mv <2> ls mv <2> cp <2> mv <2> ls,2
595,ls quota emacs quota emacs netscape & ls lpp <1> cd <1> cd <1> lpp <1>,2
596,cd <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1>,2
597,eject,2
598,eject,2
599,ls emacs volcheck cd <1> mkdir <1> cd <1> lsf <1> cpfrf <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> dvips <1> mail -s <2> < <1> mail -s <2> < <1> lpp <1>,2
600,netscape & cd <1> more <1> ls more <1> ls more <1> ls more <1> ls cd <1> cd <1> cd <1>,2
601,quota emacs emacs cd <1> cd <1> latex <1> bibtex <1> .s <1> ls <1> ls <1> bibtex <1> bibtex <1> latex <1> bibtex <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> rm <1> rm <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> emacs,2
602,cd <1> cd cd <1> more <1> more <1> cd cd <1> cd <1> gs <1>,2
603,less <1> setenv <2> emacs logout,2
604,quota emacs,2
605,quota emacs emacs cd <1> cd <1> mroe <1> more <1> more <1> ls latex <1> rm <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> rm <1> latex <1> latex <1> rm <2> ls rm <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1>,2
606,ls netscape & pwd cd <1> du rm <4> rm <2> ls rm <1> rm <5> ls rm <1> ls rm <4> ls ls -l ls ls -l ls volcheck ff lsf <1> ls rm <1> ls cptof <1> ff cptof <1> cptof <1> quota ff eject volcheck ls cptof <1> rm <1> cptof <1> rm <1> rm <1> cptof <1> rm <1> cptof <1> rm <1> ff cptof <1> ff cd <1> rm <1> cd cd <1> ff cptof <1> cptof <1> cptof <1> rm <3> ls ff eject volcheck ls cptof <1> rm <1> cptof <1> rm <1> ls cptof <1> rm <1> quota more <1> ls cptof <1> cptof <1> rm <1> rm <1> ls cd <1> cd <1> rm <1> quota cd <1> cd <1> cd <1> netscape & quota ls cd <1> cd <1> cd <1> cd <1> eject volcheck lsf <1> ff eject cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1>,2
607,quota emacs,2
608,emacs,2
609,mail <1> < <1>,2
610,netscape & rlogin <1>,2
612,setenv <2> quota emacs,2
613,quota emacs,2
614,quota cd <1> more <1> cd <1> cd <1> more <1> more <1> finger <1> finger <1> finger <1>,2
615,emacs netscape &,2
616,cd <1> cd <1> cd <1> mv <2> mv <2> mv <2> mv <2> ls volcheck lsf <1> lsf ff source <1> lsf <1> ff source <1> source <1> ls <1> volcheck lsf <1> eject volcheck f ff lsf <1> cpfrf <1> cpfrf <1> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> lpp <1> ls cp <2> xdvi <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> xdvi <1> xdvi <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> xdvi <1> xdvi <1> xdvi <1> cp <2> cp <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> latex <1> more <2> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> xdvi <1>,2
617,finger <1> pwd emacs emacs cd <1> diff <2> diff <2>,2
618,cd <1> cd <1> more <1>,2
619,cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> dvips <1> logout,2
620,eject,2
621,emacs setenv <2> emacs logout,2
623,rlogin <1> ls `,2
624,setenv <2> emac emacs cd <1> cd <1> latex <1> bibtex <1> bibtex <1> latex <1> xdvi <1> logout,2
625,rlogin <1>,2
626,cd <1> latex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> logout,2
627,cd <1> latex <1> dvips <1> latex <1> dvips <1> logout,2
628,ls cd <1> cd <1> rm <4> ls rm <4> ls rm <2> xdvi <1> rm <4> ls rm <2> ls rm <1> lpp <1> ls more <1> ls quota,2
629,quota quota logout,2
630,cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> dvips <1> dvips <1> gs <1> gs <1> cd <1> emacs mail -s <2> < <1> emacs cd <1> cd <1> mail -s <2> < <1> mail -s <2> < <1> mail <1> < <1> mail <1> < <1> finger <1> finger <1> finger <1> cd <1> emacs rm <1> quota,2
632,cd <1> cd <1> cd <1> latex <1> xdvi <1> dvips <1> latex <1> xdvi <1> cd <1> emacs cd <1> dvips <1> dvips <1> gs <1> gs <1> mail <1> < <1> mail <1> < <1>,2
633,cd <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> latex <1> dvips <1> dvips <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> dvips <1> dvips <1> gs <1> ls mail <1> < <1> dvips <1> gs <1> mail <1> < <1> quota ls quota,2
634,finger <1> emacs,2
635,quota rm <1> ls quota volcheck lsf <1> cd <1> cd <1> ff cd <1> mkdir <1> cd cd <1> cptof <1> ff cptof <1> rm <1> cd <1> rm <1> finger <1> ls ff ls cd cd <1> cd <1> du rm <2> du eject volcheck ff ls lsf <1> cd <1> ls cd <1> cd cd <1> du ff cptof <1> ls ff ls lsf <1> ls rm <1> rm <1> quota ls eject volcheck ls cd <1> cd <1> cd <1> ff cd <1> cd <1> cd <1> filemgr quota cd <1> cd <1> cd <1> compress <1> quota netscape & emacs netscape & quota emacs ls rm <1> mv <2> uncompress <1> emacs eject,2
637,quota emacs diff <2> cd <1> cp <2> cp <2> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> latex <1> xdvi <1> dvips <1> gs <1> dvips <1> mail <1> < <1> cd emacs rm <1> quota ls uncompress <1> uncompress <1> uncompress <1> quota ls uncompress <1> more <1> ls uncompress <1> ls du volcheck lsf <1> ff eject volcheck ff lsf <1> ff eject volcheck eject volcheck ff ff ls ff ls quota more <1> rm <1> ls ls <1> rm <1> ff eject volcheck ff ff ff eject volcheck uncompress <4> uncompress <1> ff ff quota uncompress <1> ff quota ff ff quota ls uncompress <1> ff ff ls ff ls ff ff ff ls ff ff ls ff ls ff eject volcheck ff eject volcheck quota eject quota ls,2
638,cd <1> diff <2> cd <1> mv <2> ls cd cd <1> cptof <1> ff ls rm <1> cd <1> quota quota ls cd <1> cd <1> rm <2> unrm cd cd <1> uncompress <1> cd <1> uncompress <1> ls rm <1> ls rmdir <1> quota ff quota ls ff ff ls ff more <1> netscape & ff,2
639,quota netscape & volcheck emacs eject,2
640,cd <1> diff <2> diff <2> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> unrm quota,2
641,quota emacs cd <1> cd <1> volcheck latex <1> bibtex <1> latex <1> latex <1> ff eject volcheck xdvi <1> volcheck dvips <1> gs <1> mail <1> < <1> emacs,2
642,ff eject cd <1> xcc <2> cd <1> cd <1> ls a.out <1> a.out <1> cd <1> eject emacs ls cd <1> cd <1> rm <1> latex <1> latex <1> rm <1> dvips <1> netscape &,2
644,quota emacs volcheck cd <1> xcc <2> a.out <1> a.out <1> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> xcc <2> eject quota ls rm <2> ls compress <1> compress <1> quota ls cd <1> rm <1>,2
645,setenv <2> emacs logout,2
646,setenv <2> emacs mtestdir mkdir <1> cd <1> cp <2> cp <2> cp <2> cp <2> cp <2> emacs <1> xcc <2> a.out <1> emacs <1>,2
647,cd <1> cd <1> emacfs emacs <1> setenv <2> emacs emacs <1>,2
648,setenv <2> cd <1> cd <1> cd <1> ls server kermit,2
649,setenv <2> cd <1> kermit cd <1> cd <1> emacs <1>,2
650,setenv <2> cd <1> cd <1> kermit cd <1> cd <1> emacs <1> emacs <1> xcc <2> a.out <1> cd <1> cd <1> kermit cd <1> cd <1> emacs <1> ls kermit ls xcc <2> > <1> more <1> rm <1> script <1> dem <1> > <1> dem <2> more <1> script <1> more <1> emacs <1> ls emacs <1> ls kermit logout,2
651,setenv <2> cd <1> more <1> emacs <1> xcc <2> a.out <1> rm <1> emacs <1> emacs <1> a.out <1> xcc -g <2> dbx <1> emacs <1> xcc <2> emacs <1> emacs <1> a.out <1> logout fg logout,2
652,quota ls cd <1> kermit logout,2
653,cd <1> kermit logout,2
654,setenv <2> quota emacs cd <1> rm <4> ls rm <4> quota ls rm <3> ls rm <3> quota cd <1> rm <1> cd <1> cd <1> cd <1> cd <1> cd <1> quota du du > <1> more <1> cd <1> cd <1> cd <1> cd <1> cd <1> rm <1> cd <1> du > <1> more <1> quota lsss ls compress <1> quota uncompress <1> rm <1> rm <1> logout,2
655,quota setenv <2> emacs logout,2
656,quota setenv <2> emacs kermit ls rm <1> quota compress <1> compress <1> quota uncompress <1> uncompress <1> logout,2
657,setenv <2> kermit ls more <1> more <1> emacs <1> emacs ls more <1> ls fg fg logout,2
658,setenv <2> ls emacs kermit ls ls <1> fg kermit more <1> logout,2
659,setenv <2> quota emacs logout,2
660,setenv <2> quota emacs logout,2
661,emacs setenv <2> emacs ls emacs fg rm <1> ls <1> quota ls logout,2
662,setenv <2> emacs ls rm <1> cd <1> compress <1> quota cd <1> cd <1> compress <1> quota uncompress <1> logout,2
663,setenv <2> quota emacs logout,2
664,setenv <2> quota emacs quota logout,2
665,setenv <2> emacs logout,2
666,quota setenv <2> emacs ls fg emacs fg fg logout,2
667,logout,2
668,quota rm <1> quota compress <1> quota uncompress <1> emacs logout,2
669,setenv <2> quota ls <1> emacs logout,2
670,setenv <2> emacs,2
671,setenv <2> emacs logout,2
672,setenv <2> emacs logout,2
673,setenv <2> emacs logout,2
674,setenv <2> emacs cd <1> cd <1> ls -l kermit ls cat <1> logout,2
675,setenv <2> emacs logout,2
676,setenv <2> emacs logout,2
677,setenv <2> emacs finger <1> logout,2
678,quota ls emacs setenv <2> emac emacs setenv <2> setenv <2> emacs logout,2
679,quota rm <1> quota ks ls cd <1> pwd cd <1> mv <2> ls cd <1> quota cp <2> quota setenv <2> emacs ff logout,2
680,setenv <2> emacs rlogin <1> netscape & eject volcheck rm <1> cd <1> cd <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1>,2
681,volcheck,2
682,logout,2
683,eject r <1> logout,2
684,logout,2
685,logout,2
686,man <1> solaris help <1> man <1> man -k <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> instal install lmstat cd <1> cd <1> cd <1> xlswin xlswins cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd more <1> ls ls | more more <1> source <1> $OPENWINHOME cd <1> cd <1> cd cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd <1> cd man -k <1> login,2
687,logout,2
688,cd <1> cd <1> uncompress <1> ls xcc <2> diff <2> a.out <1> volcheck eject volcheck ff ff eject volcheck eject rlogin <1>,2
689,setenv <2> cd <1> cd <1> a.out <1> rlogin <1>,2
690,cd <1> setenv <2> a.out <1> rm <1> logout,2
691,logout,2
692,dt dtfile openwin logout,2
693,ls quota emacs finger rm <1> ls rm <1> cd <1> rm <1> cd openwin & filemgr bg xdbx xdb man <1> man <1>,2
694,cd <1> cd <1> latex <1> ls rm <3> ls latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> xdvi <1> latex <1> bibtex <1> latex <1> latex <1> xdvi <1> latex <1> dvips <1> ls gs <1> ls lpp <1> ff cd emacs,2
695,filemgr rm <1> filemgr xcc <2> ls cd <1> xcc <2> a.out <1> a.out <1> rm <1> a.out <1> a.out <1> rm <1> xcc -g <2> a.out <1> xcc -g <2> a.out <1> a.out <1> rm <1> dbx <1>,2
696,ps -fu <1> ps -guxa | grep <1> where <1> <GENSYM:20>/ps -fu <1> logout,2
