median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
231400,3.135,10,2506,623,2634,622,37.32,1
89300,2.5625,33,1280,307,999,286,37.76,1
196100,3.9333,26,1718,385,1022,368,33.83,0
113500,1.6875,42,765,171,590,177,33.87,0
178400,4.1444,14,6160,1222,2472,1204,37.29,1
406500,2.9899,52,2941,783,1545,726,37.76,1
228200,2.7689,28,1992,531,1622,509,34.44,1
234800,3.5073,42,3146,770,1859,740,33.85,0
231300,3.4821,33,1984,420,1119,387,33.8,0
500001,7.6986,23,8277,1290,3176,1159,33.75,0
184100,3.375,23,2105,525,1218,484,32.83,0
213700,5.1155,35,1337,234,692,235,33.91,0
500001,7.8279,32,4350,645,1551,609,37.27,1
169200,2.6136,47,2133,689,2104,662,34.08,0
232400,5.6784,26,1904,292,945,303,33.83,0
351700,7.5426,19,8324,1590,2927,1538,33.98,0
234600,3.81,29,1937,448,1352,433,34.1,0
112500,1.6125,52,464,202,286,148,37.78,1
145200,3.8542,15,2485,434,1296,434,37.66,1
87200,2.2386,30,1120,248,609,237,37.78,1
53500,1.7708,22,4241,1147,1929,971,36.82,1
43800,1.8967,52,610,128,406,122,36.74,1
94200,2.5357,19,2200,414,950,367,41.76,1
218800,1.3274,21,2741,1029,2924,969,33.78,0
191900,5.1781,3,9488,1417,4095,1335,38.39,1
132200,4.25,33,1461,261,494,254,36.81,1
46800,1.625,32,1361,363,1483,297,35.38,0
149700,3.8026,49,1073,260,725,272,33.85,0
126300,3.0912,21,7195,1416,3927,1377,38.26,1
255900,4.6406,34,1069,217,601,212,33.87,0
94500,1.6333,37,1002,270,1092,273,33.94,0
237100,5.2541,5,3178,631,1467,581,33.8,0
500001,4.5913,52,4079,1112,1466,1024,37.8,1
87500,1.3125,52,402,183,557,172,32.71,0
126600,3.6625,22,1707,296,822,297,39.75,1
245100,5.0261,33,2685,466,1359,476,33.8,0
157400,2.8125,29,4169,1047,2024,962,37.72,1
78400,1.8993,17,1485,345,823,316,40.95,1
218100,3.285,37,2132,565,1369,565,33.89,0
350000,2.5795,52,2155,701,895,613,37.81,1
198400,2.3633,28,2089,641,1666,587,37.32,1
143900,2.9712,33,1558,316,1600,338,34.1,0
337900,5.8518,23,2387,418,1008,415,33.87,0
76300,2.5898,35,3269,757,2328,705,33.75,0
160100,4.1958,31,4911,861,2334,843,32.63,0
130600,1.6792,43,1823,600,2339,560,33.79,0
112500,1.9893,19,4108,1101,2971,1006,32.79,0
329200,5.3847,32,1931,298,948,314,34.27,0
233300,2.6875,16,1957,408,865,369,36.98,1
99200,2.0036,20,2355,722,1848,576,32.75,0
197900,3.3627,25,10336,2596,7111,2419,33.78,0
204100,5.6651,31,2573,474,1898,475,37.43,1
350000,4.4531,25,347,82,148,77,37.39,1
62100,2.3125,31,2862,606,2467,600,35.79,0
140400,1.4282,18,4037,990,2722,834,37.73,1
152100,4.25,24,6517,1279,3441,1198,33.68,0
130500,2.2019,15,3763,784,717,348,39.72,1
195100,5.1782,23,2698,410,1094,411,32.8,0
199500,4.1845,13,3009,588,1439,607,34.26,0
137500,1.6607,52,217,82,531,93,32.71,0
275000,3.7976,17,2634,641,1454,560,33.67,0
122900,2.9375,50,2530,524,940,361,38.42,1
109000,5.5773,5,3151,482,1335,428,35.63,0
121700,2.1189,13,4563,1187,2475,1019,34.08,0
302000,7.5619,15,5394,748,2383,706,33.65,0
241700,2.675,37,1127,327,492,331,33.77,0
153200,4.7717,19,2121,341,1236,353,32.86,0
169300,6.3359,43,1951,288,725,308,36.8,1
358500,8.4443,17,3785,494,1527,507,34.15,0
175000,4.1467,52,1684,309,675,296,38.55,1
112500,2.7983,16,4928,960,2132,853,33.72,0
376000,7.2477,16,2118,333,770,318,37.54,1
118800,2.5729,16,1499,326,733,286,38.04,1
401000,6.8109,35,1431,210,505,213,33.95,0
107900,2.575,15,10211,1995,5656,1752,38.49,1
339700,4.1818,22,2514,605,1225,568,33.93,0
158000,3.525,39,1478,324,1127,320,33.93,0
468800,4.3571,51,937,348,527,333,34.11,0
63100,1.4861,38,2419,605,1696,503,38.62,1
184600,3.66,34,1588,360,1080,340,34.22,0
189700,3.6875,19,9371,1980,4259,1882,36.66,1
190900,4.1678,11,8039,1717,3445,1571,33.59,0
67500,2.4148,27,2920,770,1935,746,32.63,0
85300,0.8172,52,1489,335,728,244,37.82,1
173600,4.275,35,1852,358,1414,347,34.08,0
129700,2.1955,34,1576,364,1153,381,32.62,0
181000,5.1488,31,2550,395,1017,405,32.8,0
500001,14.4113,28,3153,409,569,271,36.57,1
376200,7.6144,34,2840,395,1127,396,33.79,0
243000,6.04,16,4608,629,2020,636,32.84,0
148200,4.065,6,1771,293,935,279,33.82,0
238100,5.687,25,3655,545,1776,544,34.24,0
450000,4.6477,52,1457,292,621,315,37.76,1
240000,4.5625,36,1054,193,546,187,37.35,1
500001,1.1696,52,609,236,1349,250,37.87,1
274100,4.1406,44,2026,396,908,383,37.29,1
190100,4.5536,9,2712,428,1116,415,34.96,1
268400,4.425,35,1814,365,1025,384,37.67,1
349300,3.2112,38,2347,665,1317,547,34.16,0
275700,3.5,44,2374,496,1087,426,37.74,1
182800,4.2463,4,1793,390,897,386,33.65,0
500001,13.466,26,2893,345,983,326,33.75,0
213200,3.5465,35,3008,674,1584,671,33.84,0
179500,4.2361,31,1340,235,1336,270,37.28,1
138500,1.6118,39,1287,353,1171,345,34.09,0
181300,2.0875,17,1584,435,904,406,33.78,0
340500,3.1304,42,1271,301,574,312,34.0,0
225000,2.9817,21,4599,986,2756,943,37.44,1
68300,2.5038,39,1874,411,822,377,39.14,1
237900,4.1939,44,2547,511,1577,516,37.71,1
149700,2.5213,42,1706,488,1941,447,34.09,0
125800,2.7917,47,2066,422,1156,380,33.97,0
87600,3.8105,52,2964,512,1114,486,36.77,1
125000,1.6888,44,1582,544,1998,515,34.04,0
168800,1.4375,52,1000,324,456,250,38.58,1
135000,4.0921,20,2192,406,1766,393,32.69,0
86300,1.5132,37,1027,258,824,248,33.93,0
64900,2.0224,41,1087,272,462,219,38.62,1
106300,3.375,4,58,29,79,29,37.78,1
285700,6.3047,23,5069,770,2473,769,33.7,0
272400,5.4694,25,7778,1493,4674,1451,37.66,1
217700,5.5955,18,2229,371,1283,379,34.28,0
91800,2.4962,37,1379,287,835,259,37.75,1
163000,3.8409,34,1403,274,977,257,34.04,0
195100,5.5632,9,4265,587,2280,589,34.02,0
32500,1.642,24,938,275,508,253,38.58,1
275300,2.9076,24,2718,719,3018,644,34.24,0
136900,4.5625,20,2822,479,1372,455,36.78,0
194100,3.5625,31,737,146,1436,168,34.25,0
230200,4.125,32,1530,301,666,276,33.91,0
143600,3.95,21,1276,208,501,205,38.66,1
39600,1.0513,35,853,296,1228,289,36.74,1
59800,1.9943,21,2842,640,1658,608,40.43,1
210700,4.7861,34,2518,429,1309,421,33.91,0
156300,2.2024,20,570,112,304,108,37.76,1
215600,4.0714,36,2668,473,1315,478,33.85,0
177500,2.3043,28,1501,446,1028,418,33.91,0
218900,3.5156,39,786,132,288,132,37.72,1
128400,3.7969,33,1552,288,1326,303,34.07,0
190600,2.3482,22,2981,873,1751,745,32.8,0
398300,3.755,40,2198,611,1023,567,34.01,0
367100,3.197,7,3686,733,1612,672,33.06,0
122500,5.1781,4,4833,784,2088,789,36.83,1
376100,1.6228,42,1486,420,897,377,33.84,0
157600,2.8438,33,2028,422,1727,371,34.05,0
178100,3.95,22,393,58,134,57,38.12,1
72400,1.6375,18,3009,740,2317,659,34.13,0
287600,5.0,32,2572,406,1128,395,37.54,1
175000,3.0,16,868,178,44,21,39.3,1
280800,3.6287,4,16289,4585,7604,4176,32.86,0
160500,4.1304,27,3569,761,3339,762,34.09,0
158600,3.0771,28,2468,506,1353,522,32.62,0
144300,4.5278,26,3192,447,1132,418,38.65,1
136300,2.6518,39,2802,618,1524,529,33.96,0
218200,4.2171,32,2355,583,1605,571,33.89,0
466400,6.9257,28,2250,329,826,323,33.54,0
386100,10.4498,11,4508,618,1993,573,33.72,0
251200,3.301,27,3787,913,1992,853,34.13,0
190400,2.4375,20,2587,547,1534,540,36.93,1
223100,4.4196,37,1249,202,517,189,33.83,0
361000,4.5486,36,2288,439,1079,434,34.22,0
275000,1.3696,23,505,124,163,129,37.65,1
70800,3.3021,20,561,109,308,114,39.06,1
460000,3.2794,48,1283,278,567,255,37.91,1
67500,1.2902,43,311,95,293,94,37.64,1
225000,2.6745,5,1395,373,638,322,38.61,1
176100,3.1201,17,5202,1037,1742,803,38.8,1
52400,2.1458,30,2994,741,1481,581,35.62,0
167600,4.0385,33,1624,337,1412,323,37.36,1
99700,3.8534,21,2693,481,1337,435,39.09,1
88900,2.0488,20,1012,269,837,240,32.68,0
223700,3.3625,47,1649,328,1183,356,37.71,1
180500,3.3534,41,1058,228,778,245,34.21,0
93200,1.9702,39,1701,428,1468,411,33.95,0
173800,2.7308,31,3281,768,2385,733,34.0,0
490800,7.8496,39,1469,226,553,225,33.63,0
104200,1.6221,41,1733,492,1776,453,34.0,0
276100,3.6538,36,1089,234,632,215,33.99,0
254700,3.4073,52,2524,559,1430,476,37.75,1
212300,5.2801,34,2094,380,1207,380,34.25,0
87500,2.4398,11,1337,412,1376,318,36.29,1
94200,3.4926,30,1860,337,1123,347,36.44,1
163500,4.5187,16,1050,245,722,228,37.38,1
500001,3.053,50,1152,341,519,225,33.52,0
125000,2.5903,28,1119,334,739,323,34.15,0
182300,2.2788,52,1233,300,571,292,37.87,1
111700,1.7961,35,1147,290,818,281,34.01,0
146000,2.52,24,4232,1092,2688,1035,33.88,0
500001,8.8612,24,4338,558,1514,549,34.25,0
320500,5.634,33,1927,305,896,293,34.27,0
48000,0.9951,42,1185,358,1038,299,35.38,0
168800,5.3644,36,1570,274,992,249,37.63,1
67500,1.7297,16,1859,476,1994,477,33.67,0
173100,2.3098,39,2451,649,2536,648,34.07,0
150000,2.4398,22,886,173,595,161,37.09,1
329200,4.4375,49,2203,407,1052,405,37.75,1
141000,2.375,42,2050,434,1073,416,38.42,1
378000,6.838,34,3677,573,1598,568,34.26,0
80200,1.6829,7,2946,664,1608,622,36.31,0
203300,2.9154,9,2782,884,1790,748,33.79,0
394900,7.8774,15,1969,332,822,324,37.21,1
84500,3.4213,4,6102,1114,3406,1115,36.78,1
327300,2.8418,26,4376,1394,2435,1250,34.03,0
201200,3.7162,16,2768,600,1182,563,33.74,0
162500,3.675,52,157,28,88,27,37.76,1
266000,6.7921,25,3164,449,1517,453,33.6,0
221200,3.5,46,679,159,382,143,34.27,0
176500,3.599,43,1510,310,809,277,34.26,0
206300,3.15,52,834,186,494,175,37.86,1
500001,5.3359,21,18132,5419,7431,4930,33.98,0
186700,3.875,32,1764,365,924,329,34.14,0
112500,3.2167,17,1226,277,484,224,34.64,1
90500,2.0461,46,1851,425,1100,377,34.07,0
190800,4.0909,36,2363,403,1240,391,33.79,0
198800,3.4459,21,1839,324,871,307,33.9,0
165600,5.0329,14,1452,217,516,181,40.94,1
500001,8.1782,25,11016,1626,4168,1584,33.78,0
145700,4.0,33,2131,435,2045,426,33.89,0
91300,2.9866,45,1529,317,793,281,38.89,1
140400,2.9643,48,2225,433,1170,401,33.99,0
191700,5.285,2,11965,1802,4436,1296,34.12,0
61100,1.9531,29,1207,301,804,288,32.84,0
153000,2.7048,8,2888,662,2441,683,32.59,0
85500,2.8788,38,3148,568,1378,537,36.35,1
164500,4.0775,10,3138,524,1275,511,39.14,1
386200,8.105,23,1160,166,467,178,34.08,0
341300,5.6431,52,1274,235,558,219,37.85,1
246400,4.1154,28,3824,749,1790,701,34.19,0
121800,3.625,25,1719,331,1098,324,34.09,0
132500,3.814,6,3069,750,1541,736,32.92,0
98000,2.3365,34,987,248,902,221,33.95,0
241400,4.125,29,1753,342,1318,333,34.23,0
171300,4.0625,52,678,173,791,186,34.11,0
120100,2.8357,17,7973,1591,2899,1502,38.37,1
500001,14.2867,49,2418,301,850,318,34.07,0
192700,2.455,8,10731,3335,7211,3028,33.91,0
232800,2.8258,37,1403,369,1587,331,37.47,1
191800,4.4444,16,1689,254,921,270,38.35,1
196300,4.0446,40,802,149,445,143,37.37,1
293900,5.5524,52,3800,646,1842,620,34.14,0
84600,2.069,43,1036,233,652,213,37.75,1
500001,7.7382,38,3251,656,1251,593,34.07,0
500001,7.629,34,3646,610,1390,607,34.14,0
107300,3.0507,52,2050,492,1277,463,38.11,1
150000,4.3523,26,1446,296,884,295,38.42,1
204200,3.0139,35,357,120,377,99,37.34,1
268300,5.5184,25,2786,470,1669,462,34.44,1
103500,1.4418,24,4663,1213,1851,1116,34.02,0
161500,2.325,35,1705,562,2212,539,33.98,0
222400,5.3799,4,14348,2145,5839,1806,34.63,0
166900,2.4931,32,1187,302,1003,275,33.82,0
229200,4.6125,26,2577,434,1086,432,33.78,0
205900,3.0865,7,3299,794,2343,647,34.24,0
95500,1.7106,24,2259,408,1169,395,36.13,0
162500,4.3424,43,1005,199,723,191,33.82,0
240700,4.1687,41,1762,314,738,300,33.79,0
82800,2.7917,48,1341,239,671,208,36.79,1
230200,3.3897,18,7962,1652,2009,921,33.84,0
185900,1.8438,52,1802,613,2382,587,34.07,0
105800,1.4712,44,1555,324,931,265,34.02,0
118800,1.025,49,713,202,462,189,37.84,1
194400,4.3585,34,1748,284,783,303,38.27,1
183300,3.1094,40,1389,309,841,288,38.37,1
292500,3.6833,33,1550,277,638,254,37.91,1
144200,2.4632,39,1561,445,1780,391,34.09,0
500001,3.9659,40,1395,285,610,262,34.04,0
134200,3.5208,48,3139,587,1319,506,33.97,0
52800,1.4766,36,912,216,842,219,36.76,1
188700,3.9861,35,1011,183,578,171,33.89,0
204000,4.6076,6,5221,1217,2597,1119,33.66,0
179500,3.142,23,1897,440,1109,418,37.64,1
98900,2.6417,35,182,39,115,43,38.55,1
279900,3.402,35,3462,814,1902,700,33.82,0
327700,3.7318,43,2065,535,1029,500,37.39,1
208000,2.6981,25,3603,1003,2719,913,34.09,0
208300,4.6776,34,2434,428,926,423,38.05,1
112500,4.125,30,70,38,20,13,38.92,1
234700,6.7927,17,3939,550,1694,553,32.81,0
214500,4.7367,14,4085,751,2129,688,32.74,0
338500,6.0794,32,3999,667,1628,631,34.16,0
500001,15.0001,40,1777,207,577,207,37.46,1
284100,4.875,27,334,56,130,46,33.45,0
500001,7.1924,52,1972,327,755,345,37.91,1
181300,2.2234,19,2012,732,3483,731,34.2,0
125000,2.4,52,582,131,241,106,38.25,1
412500,2.697,27,3133,1021,2242,1002,34.01,0
112500,2.3381,12,2144,568,1320,566,36.82,1
90300,1.7538,24,2237,434,834,318,40.9,1
96000,3.588,32,2780,470,1281,479,39.43,1
142500,2.026,50,1125,322,616,304,37.83,1
266300,5.8578,21,2786,342,1114,322,34.28,0
165000,2.2554,39,1294,330,1140,313,34.04,0
118000,3.495,35,1254,241,729,253,34.08,0
156400,3.8372,41,2475,532,1416,470,33.91,0
426800,8.0069,52,3547,506,1276,491,37.73,1
308600,3.6712,30,4198,1244,2678,1147,37.46,1
239200,3.1583,16,1608,296,792,286,38.76,1
109400,4.9292,15,2793,436,1411,441,36.83,1
66600,1.8438,32,1691,353,1457,329,34.14,0
368500,6.5206,14,3894,672,1490,629,33.47,0
330500,6.3716,30,2645,462,1506,480,37.33,1
273600,3.8214,46,2975,643,1479,577,37.61,1
500001,9.8214,33,4244,595,1534,557,33.77,0
321100,6.0281,18,6355,1100,2304,972,36.96,1
242600,2.9222,24,2622,525,1027,510,38.45,1
231900,3.5819,36,1530,341,703,317,34.28,0
151400,3.6212,31,3518,608,1386,572,34.96,1
227800,5.2542,24,2541,381,1078,372,32.89,0
380000,6.6188,32,6239,974,2615,950,33.75,0
95200,4.3482,9,1228,234,409,212,35.36,0
193900,3.7734,22,2520,556,2126,527,33.76,0
260700,3.9306,37,1593,303,1030,287,37.09,1
191000,2.5395,26,2296,534,1777,507,33.99,0
64900,1.9044,52,851,190,731,190,34.11,0
128300,2.8489,34,4325,1015,2609,979,32.61,0
189800,4.2099,24,6513,1290,2636,1271,33.96,0
183300,3.0526,24,3668,890,3151,810,34.29,0
151800,2.125,9,999,189,411,176,39.17,1
257300,4.5764,17,2866,442,1354,431,33.34,0
137500,1.7292,19,99,26,51,22,36.95,0
125000,1.6078,28,1437,400,806,338,37.66,1
218100,3.25,36,1815,426,1280,431,37.68,1
168100,3.7292,35,1931,376,1175,337,37.63,1
231800,3.2917,10,7744,1573,483,224,37.63,0
149000,4.4125,12,2835,471,1399,413,35.41,0
170300,4.25,22,4417,1054,2759,983,33.79,0
391300,4.4,52,2584,491,1087,433,37.34,1
282300,4.4122,40,1973,382,774,352,34.16,0
500001,7.2821,27,2530,469,594,326,32.86,0
135400,1.0333,18,796,227,547,218,34.04,0
328400,3.6429,42,2723,579,1419,519,37.78,1
350000,2.3864,11,677,370,1143,341,34.05,0
182300,3.9018,28,4380,820,2187,835,33.78,0
500001,11.6677,37,1080,135,366,142,33.75,0
192000,2.2813,41,734,190,565,191,34.02,0
240800,5.2049,37,1298,242,750,255,34.12,0
175000,3.0357,38,790,275,664,194,34.09,0
126400,1.8382,40,1259,362,1499,327,34.02,0
125900,2.2308,34,2516,611,1317,594,32.75,0
194700,4.6477,36,2824,493,1394,507,33.86,0
341800,6.9096,33,1996,268,686,270,37.73,1
211900,3.6027,17,3722,670,1561,604,32.87,0
137500,2.2612,12,8796,1721,11139,1680,34.45,0
270600,3.2663,37,1096,260,490,267,32.8,0
172300,3.337,35,2772,537,1392,521,32.82,0
262100,2.8043,27,2072,534,1118,510,32.75,0
149100,2.3041,33,2557,731,2286,700,33.85,0
339100,4.056,35,1465,386,1104,345,34.0,0
248600,4.0,38,1059,218,561,205,33.86,0
128700,4.3687,33,1329,266,683,233,37.75,1
343900,4.88,21,3941,655,1897,670,33.83,0
175000,1.7064,46,1889,651,1545,587,33.78,0
287500,2.7143,38,1235,390,891,376,34.0,0
143600,3.0536,17,2799,637,2015,592,35.1,1
346200,4.8438,28,2142,445,1140,422,33.81,0
232200,5.5449,44,1619,280,815,284,33.82,0
200000,3.875,46,52,13,59,13,33.12,0
241500,4.955,4,9153,1866,3775,1698,33.0,0
67500,1.6331,35,1372,360,850,328,38.61,1
191700,4.0426,15,2809,450,1267,408,39.23,1
178300,3.2845,45,883,202,401,194,38.44,1
178200,4.6375,28,2965,533,1591,472,38.0,1
133200,4.0294,18,5877,1043,3114,1002,34.13,0
273800,6.2654,17,7116,1089,3538,1083,34.16,0
152200,4.517,21,2064,342,1021,359,38.03,1
187100,5.4399,4,8778,1291,4010,1188,38.29,1
137500,1.5054,13,1632,598,3356,659,33.75,0
110400,2.4583,26,1592,429,1182,365,34.06,0
240600,2.0,30,3165,1263,3678,1141,34.09,0
162500,1.8438,29,1013,392,1083,316,33.78,0
83800,2.108,52,493,89,189,94,38.75,1
265600,5.4089,16,2851,626,1985,603,33.86,0
211500,5.0091,33,2683,436,1520,456,33.77,0
173400,6.0715,24,1587,222,676,234,34.04,0
310000,1.3333,19,902,284,414,272,34.03,0
99500,3.875,21,3999,727,1889,688,35.41,0
191400,4.3512,24,3956,812,3196,795,33.76,0
220100,3.6339,28,2399,436,1613,429,33.87,0
167300,4.1058,37,2976,636,2117,598,34.0,0
65000,2.75,28,2201,429,1524,412,36.53,0
141800,4.6875,18,1758,286,987,277,32.72,0
290600,3.6141,32,3554,762,1623,750,34.16,0
319200,3.1937,25,950,259,404,195,37.5,1
118800,2.7262,34,2735,539,1390,491,38.36,1
200000,2.5463,32,1464,406,693,380,34.21,0
219500,3.0206,20,3196,994,2929,983,34.14,0
289400,5.3154,18,1348,238,631,247,34.66,1
116400,2.0958,52,1686,377,982,356,34.0,0
162300,3.9333,37,1499,288,1237,344,33.91,0
114100,3.0833,39,823,146,329,144,38.61,1
71300,3.1,30,1548,282,886,311,36.76,1
190500,3.9327,35,2378,559,1799,546,33.92,0
197300,3.8864,36,1501,287,703,276,37.69,1
72200,2.334,30,3085,610,1688,575,39.51,1
103300,3.0833,46,1611,339,921,314,33.98,0
143000,3.5156,31,2414,428,1005,401,40.85,1
244900,4.6357,4,23915,4135,10877,3958,33.15,0
500001,6.887,37,627,95,259,106,33.77,0
183300,2.39,25,986,310,1439,251,33.98,0
86100,2.4318,5,2090,469,1911,482,34.97,1
218400,3.8897,52,2159,424,824,388,37.88,1
110800,1.3403,43,1638,434,1213,390,34.0,0
211300,4.0324,22,3272,618,1784,591,33.99,0
338800,7.0879,16,2070,263,878,297,33.76,0
123100,3.2337,28,2843,535,1310,525,39.21,1
269500,3.2667,17,4227,729,1809,679,37.82,1
321400,2.8417,34,1875,501,1491,526,33.99,0
81900,3.5391,5,4849,920,2504,847,35.13,0
500001,9.2225,42,2564,460,913,414,34.07,0
304600,4.7132,50,2113,398,793,418,34.1,0
72900,2.0048,36,1212,255,569,256,38.34,1
158000,2.8214,40,973,272,1257,258,33.98,0
62200,1.9402,46,2001,428,1384,401,37.95,1
116300,0.9283,10,614,141,195,95,39.33,1
314100,3.6667,32,1263,178,508,180,33.9,0
362500,6.1552,10,16414,2919,8907,2714,33.98,0
500001,8.2374,30,3652,499,978,462,32.85,0
74100,1.925,45,995,238,630,237,37.76,1
150000,2.75,39,563,138,682,137,34.04,0
270000,4.3898,52,2381,492,1485,447,37.73,1
120800,2.1786,44,300,72,160,73,37.8,1
250000,6.1359,16,60,10,65,19,37.97,1
72200,2.5096,33,1076,222,656,236,40.78,1
375000,3.75,26,18,4,8,4,37.39,1
239600,4.125,36,1397,289,661,243,37.09,1
183300,4.1379,3,2443,637,1033,548,33.56,0
161200,4.6333,35,825,155,590,144,33.97,0
251000,3.5536,34,3131,669,2204,600,37.71,1
45500,1.7716,29,2888,753,2949,699,35.24,0
178100,2.0325,52,2164,606,2034,513,37.75,1
258900,6.1953,14,6778,947,2768,1014,38.31,1
145800,3.0958,39,1583,349,857,316,37.77,1
84700,1.8672,18,1860,409,741,349,39.43,1
216700,2.7865,17,1600,458,1803,432,33.71,0
130400,2.517,30,3626,834,1577,806,38.63,1
158500,3.6176,24,745,116,300,115,38.35,1
117800,2.7868,15,2226,421,1004,417,38.7,1
215000,4.18,23,2493,522,1488,505,34.27,0
268600,4.8403,28,2414,415,1106,453,37.55,1
100000,2.4286,23,207,45,171,50,36.18,1
332700,8.6677,23,1995,306,707,293,33.98,0
186700,3.253,20,9893,2283,7228,2159,33.98,0
53000,2.1518,44,1960,393,1286,381,36.73,1
149700,3.375,35,1811,377,911,340,37.97,1
345800,3.962,43,1606,408,862,354,34.0,0
124500,3.8776,11,13796,2372,6000,2250,38.69,1
475800,10.9506,20,1309,184,514,172,37.64,1
500001,5.8151,52,1590,236,622,232,37.75,1
500001,12.0372,27,3385,427,1248,409,37.39,1
175900,4.125,32,691,151,926,148,33.74,0
183300,3.7159,52,1555,289,620,292,37.73,1
253100,5.5422,32,2736,550,1279,534,33.66,0
117800,3.5313,36,1543,297,1355,303,34.09,0
143500,4.7568,12,3236,502,1610,502,33.92,0
500001,4.4875,52,3225,667,1494,619,37.77,1
142300,2.9562,14,5549,1000,1822,919,39.54,1
121000,2.6953,36,1337,382,1769,393,33.93,0
268800,3.5588,37,1340,322,621,314,37.97,1
330200,5.8382,30,2599,366,922,350,37.72,1
121800,2.29,50,1407,401,1526,385,34.05,0
416900,5.9175,38,2076,361,988,332,34.11,0
266700,6.8407,25,1785,248,750,251,33.83,0
189400,3.0625,37,1022,232,653,238,34.02,0
443600,5.6738,34,2458,433,1034,373,34.17,0
163000,2.7647,20,1911,472,1407,465,33.96,0
382500,6.6988,26,2988,397,1371,415,34.0,0
106300,2.2903,13,1607,435,983,400,32.6,0
57800,2.267,17,2548,537,1118,461,40.89,1
57500,2.4519,22,2124,432,829,313,41.31,1
238000,3.5484,23,2578,665,989,622,32.79,0
218900,4.875,36,1523,263,717,278,33.84,0
118600,1.7067,49,1412,333,901,328,33.98,0
309100,5.8309,52,1464,211,603,226,34.18,0
213200,3.6923,18,1165,333,855,319,37.59,1
180200,3.2636,22,4255,971,2901,920,33.78,0
470800,4.793,44,2175,475,1019,448,34.01,0
337200,3.244,7,1972,352,964,317,33.6,0
95300,2.725,23,3707,769,1938,658,34.01,0
103900,3.0042,28,3639,751,2362,641,38.01,1
500001,4.5833,21,1856,276,863,255,34.28,0
215000,2.4069,52,1578,487,879,446,32.73,0
189400,4.26,23,3481,641,1952,682,34.32,0
171400,2.6,42,1681,360,987,337,34.04,0
357000,4.0089,51,2413,431,1095,437,37.75,1
196200,4.0682,36,1487,249,641,243,37.67,1
98500,1.5556,42,2261,574,2496,527,33.99,0
178800,2.9974,26,2335,669,1986,645,34.21,0
226600,4.9524,26,2885,476,1227,439,33.91,0
171400,3.0989,21,6618,1773,4396,1649,33.87,0
271400,2.1907,52,2803,930,1372,876,37.88,1
216800,6.4667,17,3087,477,1365,495,38.5,1
67900,2.3125,29,994,226,302,117,38.76,1
171300,4.5625,12,9966,1517,5008,1492,33.99,0
110900,1.9,44,865,208,537,183,34.03,0
332500,5.5433,29,2472,354,1109,397,34.26,0
150000,1.95,28,2279,671,1166,623,32.75,0
173400,6.0704,16,2509,366,1043,339,38.38,1
237500,4.4659,40,1193,227,570,204,36.97,1
65800,2.75,35,2053,412,1193,387,35.33,0
173100,4.4773,28,1532,287,977,275,34.31,0
321200,3.7562,48,2387,424,1041,408,37.75,1
265000,3.625,31,616,131,185,107,37.3,1
87500,2.3895,17,1583,331,730,306,39.72,1
210300,5.0947,33,1358,247,738,235,34.26,0
247800,3.7813,37,663,127,293,132,37.34,1
375700,6.6009,49,1788,267,735,266,34.16,0
113700,2.5352,13,4495,856,1149,459,38.25,1
500001,7.4542,16,1945,320,512,300,37.42,1
45600,1.1786,32,1293,317,1109,286,35.35,0
130600,2.1418,13,3641,897,1737,788,37.32,1
198600,3.5812,12,4436,1133,2176,1002,33.78,0
436700,4.252,31,4949,1293,1985,1244,34.03,0
92600,3.8125,14,3167,551,1787,533,38.65,1
150000,1.2852,51,936,311,517,249,37.83,1
359900,5.1778,26,1575,300,881,309,33.81,0
500001,10.9529,17,2075,262,704,241,32.83,0
93800,3.8333,24,172,42,79,30,37.67,1
383300,8.0379,32,541,82,229,98,38.69,1
191700,4.5272,17,2193,386,1148,372,38.36,1
267200,5.1461,25,4258,719,2290,743,37.26,1
280200,3.3603,14,6788,1216,2866,1036,35.07,1
52100,1.6325,39,2290,539,1685,536,36.73,1
110200,3.1061,19,2487,485,1110,453,39.76,1
164600,4.0,20,1676,263,786,240,36.86,1
324800,6.5249,34,1887,290,815,283,38.03,1
