openml_task_id,openml_interval_start,openml_interval_end,openml_classifier_moa.WEKAClassifier_J48(1),openml_classifier_moa.LeveragingBag_HoeffdingTree(1),openml_classifier_moa.WEKAClassifier_SMO_PolyKernel(1),openml_classifier_moa.kNN(1),openml_classifier_moa.WEKAClassifier_OneR(1),openml_classifier_moa.LeveragingBag_kNN(1),openml_classifier_moa.OzaBoost_HoeffdingTree(1),openml_classifier_moa.HoeffdingTree(1),openml_classifier_moa.SGD(1),openml_classifier_moa.NaiveBayes(1),openml_classifier_moa.WEKAClassifier_REPTree(1),openml_classifier_moa.OzaBag_HoeffdingTree(1),openml_classifier_moa.SPegasos(1),meta_REPTreeDepth2ErrRate,meta_J48.00001.ErrRate,meta_NBErrRate,meta_MeanMutualInformation,meta_NBAUC,meta_DecisionStumpKappa,meta_HoeffdingDDM.warnings,meta_NoiseToSignalRatio,meta_RandomTreeDepth3AUC_K=0,meta_PercentageOfNumericAtts,meta_EquivalentNumberOfAtts,meta_HoeffdingDDM.changes,meta_ClassEntropy,meta_NaiveBayesDdm.changes,meta_NumNominalAtts,meta_REPTreeDepth3AUC,meta_MeanAttributeEntropy,meta_MeanKurtosisOfNumericAtts,meta_REPTreeDepth3Kappa,meta_J48.001.ErrRate,meta_NumNumericAtts,meta_ClassCount,meta_J48.00001.AUC,meta_PercentageOfBinaryAtts,meta_DecisionStumpAUC,meta_RandomTreeDepth1AUC_K=0,meta_REPTreeDepth2Kappa,meta_PositivePercentage,meta_J48.0001.ErrRate,meta_MinNominalAttDistinctValues,meta_RandomTreeDepth2AUC_K=0,meta_MeanMeansOfNumericAtts,meta_J48.0001.kappa,meta_MeanNominalAttDistinctValues,meta_J48.00001.kappa,meta_PercentageOfNominalAtts,meta_REPTreeDepth1Kappa,meta_NegativePercentage,meta_NumBinaryAtts,meta_NaiveBayesDdm.warnings,meta_MaxNominalAttDistinctValues,meta_J48.001.AUC,meta_J48.0001.AUC,meta_NBKappa,meta_REPTreeDepth1AUC,meta_NaiveBayesAdwin.changes,meta_REPTreeDepth3ErrRate,meta_DecisionStumpErrRate,meta_MeanStdDevOfNumericAtts,meta_Dimensionality,meta_REPTreeDepth2AUC,meta_StdvNominalAttDistinctValues,meta_HoeffdingAdwin.changes,meta_MeanSkewnessOfNumericAtts,meta_DefaultAccuracy,meta_REPTreeDepth1ErrRate,meta_J48.001.kappa,meta_NumAttributes,label
171,886000,887000,0.939099,0.940665,0.939099,0.938771,0.939099,0.93876,0.935246,0.939772,0.93885,0.935052,0.938851,0.940351,0.930645,7.5,7.5,8.6,0.005419,0.833139,0.0,0,-185.53324,0.753276,0.0,70.918255,0,0.384312,0,29,0.496396,-1.0,0.0,0.0,7.5,0,2,0.496396,0.666667,0.730068,0.655258,0.0,0.075,7.5,1,0.717766,0.0,0.0,2.241379,0.0,0.966667,0.0,0.925,20,0,5,0.496396,0.496396,0.122001,0.496396,0,7.5,7.5,0.0,0.03,0.496396,0.739458,0,0.0,0.925,7.5,0.0,30,1
177,557000,558000,0.834991,0.871595,0.862944,0.84628,0.801841,0.846611,0.86402,0.871324,0.846909,0.865004,0.832875,0.871706,0.844116,22.9,19.5,14.0,0.063243,0.93018,0.485437,0,12.668899,0.799857,0.0,-15.811933,0,-1.0,0,13,0.857034,0.864467,0.0,0.526013,19.5,0,5,0.771402,0.214286,0.760947,0.666285,0.527535,0.0,19.5,1,0.772412,0.0,0.557118,2.692308,0.557118,0.928571,0.511366,0.65,3,0,4,0.771402,0.771402,0.691615,0.800591,0,21.8,23.2,0.0,0.014,0.820529,0.751068,0,0.0,0.65,23.3,0.557118,14,4
2134,26000,27000,0.629963,0.956407,0.911074,0.899667,0.264667,0.901185,0.963296,0.960593,0.18037,0.966296,0.622185,0.965,0.178222,64.7,40.1,4.5,-1.0,0.998096,0.106664,0,-1.0,0.754916,0.984615,-1.0,0,3.315842,0,0,0.822897,-1.0,-0.325737,0.452253,40.5,64,10,0.813359,0.0,0.679606,0.654656,0.27932,0.088,40.1,-1,0.701022,0.060388,0.553626,-1.0,0.553709,0.0,0.104425,0.118,0,0,-1,0.809388,0.812591,0.949953,0.678772,7,49.4,79.9,2.144285,0.065,0.772247,-1.0,7,0.006422,0.118,80.1,0.549198,65,3
2157,182000,183000,0.676923,0.84594,0.78924,0.786721,0.275541,0.787175,0.795224,0.78382,0.178874,0.766251,0.656011,0.797464,0.159355,67.5,33.4,26.4,-1.0,0.932692,0.094774,0,-1.0,0.817244,0.941176,-1.0,0,3.313072,0,0,0.820681,-1.0,-0.657209,0.389803,32.5,16,10,0.861881,0.0,0.683957,0.678468,0.244574,0.089,32.9,-1,0.7576,50.839045,0.634154,-1.0,0.628668,0.0,0.090973,0.124,0,0,-1,0.860067,0.860644,0.706199,0.67846,0,54.6,80.3,29.673131,0.017,0.778065,-1.0,0,-0.023153,0.124,80.9,0.638651,17,1
2133,414000,415000,0.603643,0.81159,0.780942,0.691183,0.270316,0.69412,0.848646,0.832217,0.101152,0.831839,0.612378,0.843496,0.193248,66.6,39.6,21.9,-1.0,0.973276,0.11325,0,-1.0,0.791741,0.987013,-1.0,0,3.317993,0,0,0.861974,-1.0,-0.253575,0.449653,39.7,76,10,0.833923,0.0,0.701587,0.663799,0.257499,0.086,39.9,-1,0.761756,0.131452,0.556341,-1.0,0.559757,0.0,0.102035,0.109,0,0,-1,0.82346,0.825057,0.756458,0.712428,6,49.4,79.2,0.066907,0.077,0.806094,-1.0,7,0.495436,0.109,80.1,0.558518,77,5
200,921000,922000,0.832703,0.888082,0.835892,0.863529,0.677559,0.86397,0.868767,0.848001,0.847926,0.841562,0.831825,0.852636,0.793252,23.1,19.8,13.7,-1.0,0.896234,0.322525,0,-1.0,0.860745,0.75,-1.0,0,0.992774,0,0,0.835661,-1.0,-1.162726,0.575709,16.7,3,2,0.798192,0.0,0.680261,0.680261,0.528475,0.45,18.1,-1,0.830661,4.980041,0.637928,-1.0,0.600323,0.0,0.369874,0.55,0,0,-1,0.836291,0.813499,0.722053,0.718325,0,21.1,35.1,2.854543,0.004,0.80644,-1.0,0,0.006546,0.55,31.5,0.662694,4,1
122,485000,486000,0.93501,0.954395,0.923767,0.859753,0.673617,0.86142,0.949658,0.94756,0.872603,0.85086,0.932335,0.949294,0.910292,25.7,8.2,15.4,0.019581,0.917756,0.35111,0,30.143831,0.775742,0.0,51.063659,0,0.999896,0,36,0.908365,0.609839,0.0,0.762371,8.2,0,2,0.932112,0.918919,0.658699,0.623266,0.488687,0.494,8.2,2,0.703485,0.0,0.836055,2.055556,0.836055,0.972973,0.35111,0.506,34,0,3,0.932112,0.932112,0.691748,0.658699,0,11.9,32.2,0.0,0.037,0.823553,0.232311,0,0.0,0.506,32.2,0.836055,37,1
170,621000,622000,0.83537,0.870195,0.82587,0.811302,0.39705,0.811048,0.855609,0.859942,0.187019,0.806304,0.821452,0.862077,0.243159,34.0,17.6,18.6,0.433026,0.967706,0.159836,0,1.009955,0.917528,0.0,6.480402,0,2.80618,0,19,0.934172,0.870362,0.0,0.702365,17.5,0,7,0.954845,0.0,0.710162,0.765171,0.604044,0.136,17.6,1,0.87858,0.0,0.79468,2.894737,0.79468,0.95,0.28861,0.152,0,0,3,0.956167,0.954845,0.783111,0.758796,0,25.5,71.4,0.0,0.02,0.890376,0.458831,0,0.0,0.152,60.8,0.795782,20,1
2127,196000,197000,0.912584,0.945249,0.918528,0.891873,0.823888,0.891959,0.947863,0.918396,0.108888,0.845112,0.923107,0.925964,0.109137,16.5,16.2,15.4,0.068163,0.943081,0.436098,0,7.262537,0.809354,0.153846,-14.670819,0,-1.0,0,32,0.925054,0.563195,2.279481,0.782892,14.5,6,6,0.729748,0.487179,0.662935,0.715331,0.440074,0.0,16.2,2,0.746017,372.197324,0.495921,3.21875,0.495921,0.820513,0.440074,0.759,19,0,10,0.748369,0.729748,0.629617,0.693193,0,8.2,16.5,418.477885,0.039,0.693193,2.059351,0,1.613753,0.759,16.5,0.569785,39,5
122,296000,297000,0.934562,0.952576,0.923118,0.85969,0.673596,0.861306,0.9483,0.945242,0.850404,0.850539,0.931811,0.947266,0.901364,29.8,9.8,19.2,0.016548,0.883557,0.363286,0,-61.429255,0.676741,0.0,60.384611,0,0.999261,0,36,0.90658,-1.0,0.0,0.735001,9.8,0,2,0.927442,0.918919,0.67144,0.543589,0.401472,0.484,9.8,2,0.65821,0.0,0.804251,2.055556,0.804251,0.972973,0.363286,0.516,34,0,3,0.927442,0.927442,0.615311,0.67144,0,13.3,31.2,0.0,0.037,0.775518,0.232311,0,0.0,0.516,31.2,0.804251,37,1
2134,7000,8000,0.58025,0.947,0.835,0.89375,0.24325,0.895625,0.946875,0.956875,0.17525,0.957,0.581625,0.955125,0.159625,65.9,37.0,5.8,-1.0,0.997721,0.09635,0,-1.0,0.752205,0.984615,-1.0,0,3.314738,0,0,0.823714,-1.0,-0.355235,0.394124,38.2,64,10,0.820832,0.0,0.680833,0.629268,0.265099,0.082,38.0,-1,0.703436,0.055702,0.577196,-1.0,0.588347,0.0,0.09635,0.114,0,0,-1,0.812743,0.814696,0.935476,0.680833,8,54.5,80.1,2.153977,0.065,0.775086,-1.0,8,0.006327,0.114,80.1,0.57497,65,3
190,536000,537000,0.655492,0.87186,0.731315,0.831942,0.506337,0.832877,0.852864,0.829508,0.722737,0.802546,0.674652,0.838201,0.907912,38.2,29.0,11.8,-1.0,0.929976,0.32796,0,-1.0,0.755703,0.909091,-1.0,0,-1.0,0,0,0.703055,-1.0,-1.177412,0.34394,28.4,10,5,0.726639,0.0,0.672787,0.658807,0.235948,0.0,29.1,-1,0.720417,0.496972,0.417991,-1.0,0.420007,0.0,0.170093,0.501,0,0,-1,0.739099,0.720695,0.764001,0.598756,0,32.8,33.6,0.286157,0.011,0.641001,-1.0,0,0.005175,0.501,41.5,0.432093,11,6
2162,950000,951000,0.83331,0.888689,0.873559,0.848048,0.75717,0.848536,0.881865,0.879363,0.736967,0.867952,0.815477,0.881748,0.592118,26.6,26.5,12.9,0.100223,0.935019,0.455361,0,10.06407,0.834406,0.428571,10.43955,0,1.046283,0,7,0.798445,1.108874,0.044004,0.489951,20.4,6,5,0.742788,0.214286,0.733729,0.734975,0.466642,0.001,24.9,2,0.81635,97.350294,0.496923,2.714286,0.466287,0.5,0.455361,0.522,3,0,4,0.822989,0.756079,0.742656,0.736133,0,25.5,27.2,16.907796,0.014,0.739289,0.755929,0,0.473155,0.522,27.2,0.591119,14,1
192,36000,37000,0.687568,0.731811,0.703649,0.634351,0.177378,0.634865,0.728351,0.729081,0.101568,0.734081,0.70127,0.731216,0.163432,66.4,30.1,27.9,0.120272,0.944875,0.096627,1,7.011115,0.792074,0.0,27.553892,0,3.313968,0,24,0.874353,0.963515,0.0,0.49868,29.9,0,10,0.891736,0.96,0.711757,0.622854,0.256311,0.076,29.9,2,0.74298,0.0,0.667483,2.0,0.665239,0.96,0.094259,0.115,24,0,2,0.890787,0.890954,0.689696,0.724383,2,45.1,80.4,0.0,0.025,0.819668,0.0,2,0.0,0.115,80.5,0.667502,25,3
183,633000,634000,0.92264,0.925751,0.925451,0.922626,0.925929,0.922628,0.923481,0.924036,0.922639,0.92303,0.92264,0.924169,0.921009,7.7,7.2,8.8,0.003902,0.620923,0.047933,0,-257.270788,0.499914,0.0,-256.270788,0,-1.0,0,29,0.496494,-1.0,0.0,0.0,7.2,0,4,0.529092,0.666667,0.492855,0.539241,0.0,0.0,7.2,1,0.565118,0.0,0.115914,2.241379,0.115914,0.966667,0.0,0.923,20,0,5,0.529092,0.529092,0.104253,0.496494,0,7.7,7.5,0.0,0.03,0.496494,0.739458,0,0.0,0.923,7.7,0.115914,30,8
185,781000,782000,0.900263,0.965001,0.904513,0.858802,0.822532,0.857214,0.971069,0.943772,0.852963,0.794377,0.880598,0.950382,0.881234,14.0,13.3,20.1,0.070522,0.917926,0.586124,0,17.042672,0.871755,0.0,13.294949,0,0.93759,0,34,0.901792,1.27241,0.0,0.748523,13.5,0,2,0.83935,0.0,0.767015,0.738174,0.687924,0.354,13.3,1,0.852047,0.0,0.696616,2.941176,0.696616,0.971429,0.586124,0.646,0,0,3,0.8595,0.83935,0.593969,0.772319,0,11.7,17.6,0.0,0.035,0.876277,0.342997,0,0.0,0.646,17.6,0.694899,35,5
2127,699000,700000,0.91528,0.956249,0.921699,0.891894,0.826969,0.891947,0.95763,0.939584,0.109049,0.845723,0.925831,0.944357,0.109206,16.4,14.6,17.8,0.06508,0.930637,0.406291,0,-16.365788,0.781505,0.153846,-15.365788,0,-1.0,0,32,0.930891,-1.0,2.44412,0.791326,14.1,6,6,0.780712,0.487179,0.648202,0.610114,0.453111,0.0,14.7,2,0.74046,352.001839,0.568342,3.21875,0.572911,0.820513,0.453111,0.76,19,0,10,0.776536,0.779735,0.580615,0.700273,0,8.3,17.1,405.551558,0.039,0.700273,2.059351,0,1.67644,0.76,16.4,0.594487,39,5
2160,591000,592000,0.71025,0.829184,0.78728,0.745657,0.665856,0.7476,0.823329,0.795318,0.699326,0.755169,0.733236,0.818757,0.771674,29.4,27.1,24.4,-1.0,0.834871,0.40689,0,-1.0,0.749265,0.983607,-1.0,0,0.995378,0,0,0.76064,-1.0,0.776266,0.453376,27.3,60,2,0.716109,0.0,0.68752,0.59781,0.406684,0.46,28.2,-1,0.681695,0.280163,0.423831,-1.0,0.450349,0.0,0.396636,0.54,0,0,-1,0.698851,0.702375,0.509961,0.703905,0,27.2,29.2,0.140398,0.061,0.721469,-1.0,0,0.812258,0.54,29.7,0.446652,61,1
200,673000,674000,0.842815,0.889777,0.848697,0.866237,0.681527,0.866634,0.87665,0.858746,0.841846,0.853409,0.843392,0.862113,0.78857,16.3,13.8,10.3,-1.0,0.886169,0.415981,0,-1.0,0.848155,0.75,-1.0,0,0.858162,0,0,0.823456,-1.0,-1.200655,0.601244,14.0,3,2,0.788059,0.0,0.729835,0.729835,0.576988,0.282,13.8,-1,0.822991,5.062674,0.623551,-1.0,0.623551,0.0,0.258095,0.718,0,0,-1,0.803206,0.788059,0.728396,0.674606,0,15.8,26.4,2.878257,0.004,0.786486,-1.0,0,-0.036181,0.718,27.1,0.627834,4,1
122,340000,341000,0.934718,0.953038,0.923279,0.859827,0.673804,0.861413,0.948827,0.946015,0.857343,0.850724,0.931804,0.947944,0.904088,20.4,8.8,15.8,0.017084,0.905638,0.327705,0,34.426791,0.678461,0.0,58.532062,0,0.999988,0,36,0.915009,0.605247,0.0,0.783903,8.9,0,2,0.932977,0.918919,0.661777,0.570245,0.591588,0.498,8.8,2,0.718948,0.0,0.823955,2.055556,0.823955,0.972973,0.298421,0.502,34,0,3,0.928697,0.932977,0.68399,0.685133,0,10.8,33.7,0.0,0.037,0.872374,0.232311,0,0.0,0.502,35.1,0.821956,37,1
192,387000,388000,0.598755,0.738454,0.616624,0.641505,0.151688,0.641961,0.711624,0.707887,0.100794,0.668513,0.600003,0.71093,0.169183,68.0,33.2,29.7,0.119939,0.939988,0.101256,0,7.021941,0.811553,0.0,27.618526,0,3.312537,0,24,0.870169,0.962143,0.0,0.497136,32.6,0,10,0.897021,0.96,0.711006,0.71982,0.242687,0.086,33.2,2,0.781073,0.0,0.630612,2.0,0.630536,0.96,0.10201,0.119,24,0,2,0.897085,0.894284,0.669678,0.72598,5,45.2,79.8,0.0,0.025,0.817196,0.0,5,0.0,0.119,80.1,0.637349,25,1
2163,263000,264000,0.835985,0.888894,0.874447,0.845739,0.758038,0.846068,0.881102,0.87478,0.739197,0.866955,0.831545,0.885121,0.561962,24.4,17.7,13.6,-1.0,0.92811,0.473008,0,-1.0,0.81896,0.928571,-1.0,0,0.988149,0,0,0.82958,-1.0,-0.326798,0.599914,17.7,13,2,0.84911,0.0,0.7405,0.728654,0.504645,0.436,17.7,-1,0.787679,46.008552,0.637176,-1.0,0.637176,0.0,0.473008,0.564,0,0,-1,0.84911,0.84911,0.724044,0.7405,0,19.4,26.1,8.500271,0.014,0.810251,-1.0,0,0.379404,0.564,26.1,0.637176,14,1
2126,105000,106000,0.601613,0.685528,0.661255,0.615557,0.614811,0.616415,0.651009,0.638302,0.475217,0.606943,0.640972,0.646302,0.432368,40.8,40.4,39.7,0.022645,0.859027,0.234833,0,-45.160601,0.755105,0.254545,99.147821,0,2.245165,0,40,0.827519,-1.0,2.749127,0.474628,38.7,14,7,0.816725,0.727273,0.719845,0.682443,0.435811,0.007,40.4,2,0.697584,623.899357,0.454767,2.0,0.454767,0.727273,0.261645,0.328,40,0,2,0.821598,0.816,0.47719,0.686593,3,38.6,55.7,263.223483,0.055,0.809338,0.0,3,0.829236,0.328,53.6,0.473879,55,1
2134,66000,67000,0.645269,0.957119,0.930731,0.901269,0.268716,0.902687,0.96806,0.960388,0.182448,0.968567,0.631776,0.969925,0.184328,68.1,42.1,4.0,-1.0,0.99864,0.110829,1,-1.0,0.783247,0.984615,-1.0,1,3.317453,0,0,0.818012,-1.0,-0.354767,0.339949,42.2,64,10,0.810237,0.0,0.679678,0.636773,0.240691,0.082,42.8,-1,0.7424,0.054175,0.523957,-1.0,0.531654,0.0,0.109754,0.109,0,0,-1,0.790681,0.80126,0.955522,0.690188,7,59.5,79.3,2.164898,0.065,0.776199,-1.0,7,-0.007574,0.109,79.4,0.530679,65,4
191,144000,145000,0.740952,0.888069,0.915545,0.832338,0.558628,0.833503,0.885834,0.887269,0.527124,0.934683,0.739917,0.896662,0.892407,36.9,32.1,11.6,-1.0,0.945667,0.225136,0,-1.0,0.742786,0.909091,-1.0,0,-1.0,0,0,0.697254,-1.0,-1.219689,0.361719,29.7,10,5,0.678185,0.0,0.612646,0.634342,0.254057,0.0,32.1,-1,0.715225,0.496868,0.361204,-1.0,0.361204,0.0,0.253203,0.522,0,0,-1,0.709351,0.678185,0.767057,0.629966,1,31.9,38.6,0.29161,0.011,0.622128,-1.0,1,0.012987,0.522,37.1,0.405529,11,3
2128,841000,842000,0.838542,0.8865,0.8239,0.805019,0.782929,0.805437,0.865599,0.8559,0.108968,0.809378,0.827616,0.859333,0.109215,23.9,23.7,27.1,0.02739,0.844054,0.13249,0,-37.509677,0.744946,0.153846,46.889534,0,1.284304,0,32,0.860282,-1.0,3.432537,0.500924,23.7,6,6,0.584903,0.102564,0.620755,0.626647,0.331197,0.001,23.7,1,0.668796,368.270904,0.234817,2.3125,0.234817,0.820513,0.143402,0.729,4,0,9,0.577683,0.584903,0.432006,0.668951,2,20.5,25.4,413.099941,0.039,0.765674,2.070336,0,1.815878,0.729,25.7,0.240431,39,1
2154,987000,988000,0.865328,0.889776,0.856842,0.859905,0.8482,0.859693,0.876991,0.876895,0.649972,0.830801,0.854529,0.883201,0.54385,14.9,14.9,17.7,0.089817,0.911269,0.704231,0,13.437979,0.854546,0.375,11.079667,0,0.995144,0,9,0.84915,1.296778,5.200361,0.704231,14.9,6,2,0.84915,0.25,0.84915,0.783182,0.704231,0.459,14.9,2,0.833947,189.02447,0.704231,4.555556,0.704231,0.5625,0.704231,0.541,4,0,14,0.84915,0.84915,0.638046,0.84915,0,14.9,14.9,930.869202,0.016,0.84915,4.186619,0,1.764899,0.541,14.9,0.704231,16,1
185,632000,633000,0.900212,0.963867,0.904318,0.859199,0.822449,0.857581,0.969782,0.941659,0.847329,0.794397,0.880662,0.948431,0.879092,16.3,13.9,20.5,0.065771,0.908894,0.593556,0,18.625442,0.871017,0.0,14.488837,0,0.952948,0,34,0.864329,1.290788,0.0,0.652266,13.9,0,2,0.855271,0.0,0.768434,0.706697,0.632141,0.373,13.9,1,0.768159,0.0,0.692647,2.941176,0.692647,0.971429,0.593556,0.627,0,0,3,0.855271,0.855271,0.58664,0.771727,0,16.0,17.7,0.0,0.035,0.842556,0.342997,3,0.0,0.627,17.7,0.692647,35,5
2162,413000,414000,0.833797,0.886089,0.872655,0.848053,0.756647,0.848512,0.878568,0.87557,0.701616,0.867766,0.81514,0.877899,0.570104,27.8,22.2,14.9,0.103511,0.928064,0.434827,0,9.940998,0.856001,0.428571,10.118899,0,1.047415,0,7,0.763355,1.132511,0.117173,0.444007,21.1,6,5,0.807716,0.214286,0.728023,0.724648,0.443652,0.001,21.4,2,0.813031,97.25538,0.574006,2.714286,0.557877,0.5,0.461288,0.512,3,0,4,0.812465,0.804197,0.703003,0.726336,0,27.7,28.2,17.342622,0.014,0.759941,0.755929,0,0.490617,0.512,27.0,0.57959,14,1
2127,820000,821000,0.915698,0.957387,0.921861,0.891889,0.827361,0.891933,0.958585,0.941815,0.108795,0.845998,0.926207,0.946149,0.108956,15.7,13.2,14.8,0.065216,0.94404,0.418732,0,-16.333596,0.746405,0.153846,-15.333596,0,-1.0,0,32,0.919879,-1.0,2.704686,0.742457,13.5,6,6,0.78451,0.487179,0.655037,0.644461,0.524716,0.0,13.2,2,0.674901,369.349174,0.625442,3.21875,0.625442,0.820513,0.426045,0.753,19,0,10,0.773095,0.78451,0.643329,0.68903,0,10.5,17.3,415.376542,0.039,0.818708,2.059351,0,1.718834,0.753,17.2,0.614152,39,5
2167,685000,686000,0.742035,0.888692,0.872448,0.830066,0.521401,0.829977,0.878574,0.869964,0.567491,0.845905,0.746523,0.885127,0.551089,37.5,29.0,15.3,-1.0,0.961316,0.308286,0,-1.0,0.820029,0.97561,-1.0,0,1.584522,0,0,0.795822,-1.0,-0.455386,0.47882,29.0,40,3,0.813443,0.0,0.675666,0.677178,0.435796,0.327,29.1,-1,0.774725,0.900262,0.563095,-1.0,0.564679,0.0,0.319723,0.345,0,0,-1,0.816618,0.808036,0.770102,0.689323,0,34.7,45.8,1.276037,0.041,0.753278,-1.0,0,0.036864,0.345,45.2,0.564955,41,1
170,852000,853000,0.835693,0.871401,0.826295,0.811329,0.39678,0.811054,0.857131,0.862301,0.199191,0.806351,0.821964,0.864089,0.245437,35.7,24.5,19.9,0.41622,0.963865,0.153634,0,1.115229,0.903538,0.0,6.740279,0,2.805437,0,19,0.929758,0.8804,0.0,0.6952,20.7,0,7,0.931363,0.0,0.702192,0.763659,0.582287,0.129,24.5,1,0.869683,0.0,0.713842,2.894737,0.713842,0.95,0.293728,0.154,0,0,3,0.937457,0.931363,0.767646,0.76342,0,26.1,71.9,0.0,0.02,0.881581,0.458831,0,0.0,0.154,60.4,0.758372,20,1
127,694000,695000,0.751183,0.777895,0.759986,0.752971,0.723635,0.753358,0.741004,0.778032,0.739564,0.752937,0.736747,0.778635,0.692491,28.2,29.9,26.6,0.026253,0.729111,0.2405,0,58.574716,0.572498,0.0,33.522527,0,0.880065,0,9,0.573218,1.564012,0.0,0.094328,28.6,0,2,0.498807,0.3,0.6058,0.620089,0.112912,0.299,28.6,2,0.60527,0.0,0.109339,5.666667,0.0,0.9,0.0,0.701,3,0,13,0.577381,0.577381,0.312729,0.498807,0,28.9,30.8,0.0,0.01,0.577806,4.472136,0,0.0,0.701,29.9,0.109339,10,4
188,861000,862000,0.5463,0.893386,0.539794,0.847338,0.398203,0.850474,0.877878,0.776423,0.67293,0.409157,0.385389,0.815758,0.746963,21.5,18.0,23.2,0.002798,0.849127,0.270059,0,-358.344071,0.724582,0.30137,-357.344071,0,-1.0,0,50,0.686917,-1.0,0.248099,0.357389,10.9,22,10,0.732152,0.60274,0.620732,0.61062,0.339802,0.0,10.9,2,0.655732,1.447092,0.715941,2.3,0.471594,0.684932,0.174725,0.73,44,1,7,0.898426,0.898426,0.296366,0.579489,2,21.3,23.1,0.392499,0.073,0.678605,0.909137,1,0.289485,0.73,24.0,0.715941,73,1
2162,750000,751000,0.833138,0.888004,0.873282,0.848084,0.756858,0.848562,0.880831,0.878284,0.728009,0.867889,0.815245,0.880628,0.585972,24.6,23.1,15.1,0.116674,0.923498,0.508482,0,8.658605,0.847502,0.428571,9.124299,0,1.064569,0,7,0.839922,1.126908,0.223656,0.559639,23.2,6,5,0.793592,0.214286,0.742979,0.754034,0.508482,0.001,23.2,2,0.821514,97.075487,0.535201,2.714286,0.537121,0.5,0.508482,0.541,3,0,4,0.791367,0.791367,0.702915,0.751875,0,22.0,24.6,17.706124,0.014,0.751875,0.755929,0,0.550426,0.541,24.6,0.535201,14,1
2159,231000,232000,0.897315,0.984784,0.971099,0.963543,0.492728,0.963879,0.982966,0.974246,0.468095,0.986319,0.894284,0.984526,0.442884,32.2,11.7,1.7,0.387362,0.999275,0.319019,0,2.245705,0.906529,0.028571,6.275164,0,2.430761,0,33,0.934011,1.257263,-0.877409,0.741788,11.7,1,6,0.94306,0.028571,0.775758,0.777219,0.589077,0.052,11.7,2,0.889759,36.099176,0.853381,3.909091,0.853383,0.942857,0.322386,0.308,1,0,4,0.942258,0.942069,0.978711,0.798839,3,20.4,51.2,15.705338,0.035,0.900448,0.384353,8,0.063342,0.308,51.6,0.853415,35,3
2127,454000,455000,0.914589,0.952756,0.921119,0.891875,0.826429,0.891949,0.954376,0.93218,0.108811,0.845411,0.925077,0.938637,0.108971,16.1,16.3,18.4,0.067981,0.926259,0.383312,0,7.472507,0.806081,0.153846,-14.710004,0,-1.0,0,32,0.933252,0.575969,2.576384,0.770171,15.2,6,6,0.722979,0.487179,0.637147,0.653418,0.5374,0.0,15.9,2,0.707838,369.820648,0.54359,3.21875,0.522642,0.820513,0.418133,0.748,19,0,10,0.755525,0.743958,0.602313,0.677867,0,9.7,18.4,418.599229,0.039,0.844687,2.059351,0,1.673952,0.748,18.3,0.576609,39,5
188,1269000,1270000,0.505547,0.883016,0.501131,0.798159,0.271524,0.802653,0.88558,0.784606,0.67935,0.277752,0.262826,0.824353,0.713412,20.3,18.4,21.4,0.000949,0.794554,0.147721,0,-1054.252638,0.656723,0.30137,-1053.252638,0,-1.0,0,50,0.649406,-1.0,-0.991183,0.30027,18.4,22,10,0.616446,0.60274,0.567435,0.589433,0.268265,0.0,18.4,2,0.613586,1.472956,0.303025,2.3,0.303025,0.684932,0.057678,0.765,44,0,7,0.616446,0.616446,0.238927,0.527455,0,19.6,22.5,0.294188,0.073,0.629035,0.909137,0,-0.006642,0.765,22.6,0.303025,73,5
198,620000,621000,0.225673,0.836006,0.270615,0.894052,0.25366,0.89419,0.382615,0.48037,0.166957,0.31061,0.229871,0.61509,0.225293,61.2,32.6,44.5,-1.0,0.825767,0.07799,0,-1.0,0.753729,0.909091,-1.0,0,2.232698,0,0,0.756598,-1.0,-0.116746,0.358948,31.7,10,5,0.830527,0.0,0.616786,0.616786,0.21272,0.101,32.4,-1,0.694985,0.499165,0.585011,-1.0,0.581923,0.0,0.053078,0.297,0,0,-1,0.822869,0.8268,0.429767,0.587352,0,50.4,68.9,0.344001,0.011,0.702149,-1.0,0,-0.014322,0.297,69.8,0.593228,11,2
178,515000,516000,0.86426,0.939548,0.884713,0.923244,0.728911,0.923105,0.94718,0.934006,0.860174,0.88682,0.825787,0.936851,0.842607,24.1,25.1,12.8,0.031956,0.943525,0.364363,0,30.191321,0.817276,0.0,31.288931,0,0.999859,0,32,0.829109,0.996739,0.0,0.578165,21.0,0,2,0.770273,0.515152,0.709611,0.720867,0.518701,0.493,25.1,1,0.746846,0.0,0.496308,2.40625,0.496308,0.969697,0.406443,0.507,17,0,8,0.836832,0.770273,0.743749,0.711675,0,21.1,31.7,0.0,0.033,0.827302,1.411002,0,0.0,0.507,29.5,0.580059,33,5
